epoch,phase,train_loss,train_acc,val_loss,val_acc,lr
1,Phase 1 (Frozen),2.571529702012762,0.23799261083743842,1.5417623034978316,0.36246648793565683,9.939057285945933e-05
2,Phase 1 (Frozen),2.501715502715463,0.3172721674876847,1.4782682313757427,0.42788203753351206,9.757729755661011e-05
3,Phase 1 (Frozen),2.456697912638998,0.3414408866995074,1.4495364589206243,0.41823056300268097,9.460482294732421e-05
4,Phase 1 (Frozen),2.416040426404605,0.36622536945812806,1.4220097226611639,0.4482573726541555,9.05463412215599e-05
5,Phase 1 (Frozen),2.3782444470034445,0.3783866995073892,1.4054056244381403,0.4428954423592493,8.55017856687341e-05
6,Phase 1 (Frozen),2.3544009506996044,0.37222906403940886,1.4009254019139177,0.4428954423592493,7.959536998847742e-05
7,Phase 1 (Frozen),2.3383508433262117,0.3796182266009852,1.395715024511693,0.45576407506702415,7.297252973710757e-05
8,Phase 1 (Frozen),2.322776898961936,0.39285714285714285,1.3912146051051253,0.4482573726541555,6.57963412215599e-05
9,Phase 1 (Frozen),2.315633852493587,0.37992610837438423,1.3908768164909493,0.4482573726541555,5.8243506019491436e-05
10,Phase 1 (Frozen),2.3015634015275928,0.38146551724137934,1.3857490612288652,0.4579088471849866,5.05e-05
1,Phase 2 (Fine-tune),2.2939266230672453,0.39439655172413796,1.378797765505516,0.4621983914209115,9.94459753267812e-06
2,Phase 2 (Fine-tune),2.274841085443356,0.40948275862068967,1.3739473617683022,0.46380697050938335,9.779754323328192e-06
3,Phase 2 (Fine-tune),2.2670623704130426,0.4037869458128079,1.365533014475289,0.47238605898123326,9.509529358847657e-06
4,Phase 2 (Fine-tune),2.26662049974714,0.41348522167487683,1.3561538276025804,0.4745308310991957,9.140576474687265e-06
5,Phase 2 (Fine-tune),2.26212435872684,0.4131773399014778,1.352109325134148,0.4745308310991957,8.681980515339464e-06
6,Phase 2 (Fine-tune),2.2591576082953093,0.4202586206896552,1.3445475283315627,0.4815013404825737,8.14503363531613e-06
7,Phase 2 (Fine-tune),2.251212336159692,0.4080972906403941,1.3426427113807808,0.4745308310991957,7.542957248827961e-06
8,Phase 2 (Fine-tune),2.2438456043234014,0.41610221674876846,1.3353587995141238,0.4857908847184987,6.890576474687264e-06
9,Phase 2 (Fine-tune),2.237624977022556,0.4211822660098522,1.3294293516773288,0.4863270777479893,6.2039550926810394e-06
10,Phase 2 (Fine-tune),2.229630708694458,0.42995689655172414,1.3260012582197027,0.4879356568364611,5.5e-06
11,Phase 2 (Fine-tune),2.2290931681694066,0.4307266009852217,1.3219819978132086,0.4868632707774799,4.796044907318962e-06
12,Phase 2 (Fine-tune),2.2202940151609223,0.4331896551724138,1.320332860542556,0.4857908847184987,4.109423525312737e-06
13,Phase 2 (Fine-tune),2.2133864011670568,0.44057881773399016,1.3103111861115795,0.49222520107238604,3.45704275117204e-06
14,Phase 2 (Fine-tune),2.215238840709179,0.4401169950738916,1.30878172688565,0.49168900804289545,2.8549663646838717e-06
15,Phase 2 (Fine-tune),2.2031388987461336,0.44719827586206895,1.3058134883137074,0.49651474530831097,2.3180194846605362e-06
16,Phase 2 (Fine-tune),2.199844958746962,0.4490455665024631,1.3027645733396886,0.4954423592493298,1.8594235253127369e-06
17,Phase 2 (Fine-tune),2.195989517742777,0.45674261083743845,1.29898294755968,0.49436997319034853,1.4904706411523449e-06
18,Phase 2 (Fine-tune),2.194467896311154,0.44966133004926107,1.2958123704134408,0.4959785522788204,1.220245676671809e-06
19,Phase 2 (Fine-tune),2.1768784076709466,0.4527401477832512,1.2917189436443781,0.4959785522788204,1.0554024673218804e-06
20,Phase 2 (Fine-tune),2.1859828210229355,0.45874384236453203,1.2916064545259638,0.49919571045576405,1e-05
21,Phase 2 (Fine-tune),2.179938300489792,0.4459667487684729,1.2859909291994773,0.5050938337801608,9.986128001799077e-06
22,Phase 2 (Fine-tune),2.170246860663879,0.45535714285714285,1.282704508910745,0.5013404825737265,9.94459753267812e-06
23,Phase 2 (Fine-tune),2.1667993573719646,0.4516625615763547,1.2816650402747978,0.5050938337801608,9.875664641789545e-06
24,Phase 2 (Fine-tune),2.158503624606015,0.46705665024630544,1.2768060069973186,0.5115281501340483,9.779754323328192e-06
25,Phase 2 (Fine-tune),2.1568443816283653,0.46582512315270935,1.2735340231556003,0.5126005361930295,9.65745789630079e-06
26,Phase 2 (Fine-tune),2.1546781497635865,0.46782635467980294,1.274476320056592,0.5131367292225201,9.509529358847657e-06
27,Phase 2 (Fine-tune),2.150660291681149,0.47275246305418717,1.2714486142336312,0.5120643431635389,9.336880739593415e-06
28,Phase 2 (Fine-tune),2.146554185251884,0.4735221674876847,1.2661294997748682,0.5184986595174262,9.140576474687265e-06
29,Phase 2 (Fine-tune),2.149466364841743,0.4779864532019704,1.263999445963714,0.5179624664879356,8.92182684520014e-06
30,Phase 2 (Fine-tune),2.145198093846514,0.4710591133004926,1.2593388436204296,0.5254691689008043,8.681980515339464e-06
31,Phase 2 (Fine-tune),2.134593109191932,0.4769088669950739,1.2595761125370608,0.5184986595174262,8.422516217485828e-06
32,Phase 2 (Fine-tune),2.129736827512093,0.479064039408867,1.2567603931588642,0.5190348525469168,8.14503363531613e-06
33,Phase 2 (Fine-tune),2.121978096186821,0.4802955665024631,1.2497804104271582,0.532975871313673,7.85124354122177e-06
34,Phase 2 (Fine-tune),2.121615416310691,0.48414408866995073,1.2489439794572734,0.5297587131367292,7.542957248827961e-06
35,Phase 2 (Fine-tune),2.1223085913164863,0.48691502463054187,1.2496444956730988,0.5260053619302949,7.222075445642904e-06
36,Phase 2 (Fine-tune),2.112662425769374,0.4915332512315271,1.2480621156045946,0.5340482573726542,6.890576474687264e-06
37,Phase 2 (Fine-tune),2.1159961570072645,0.48429802955665024,1.245675056667651,0.5222520107238606,6.550504137351575e-06
38,Phase 2 (Fine-tune),2.1145449266057885,0.48091133004926107,1.2400847693621102,0.5372654155495978,6.2039550926810394e-06
39,Phase 2 (Fine-tune),2.1077602056446922,0.4892241379310345,1.2386169090109356,0.5399463806970509,5.853065930775303e-06
40,Phase 2 (Fine-tune),2.0930755385037125,0.5032327586206896,1.2343180684720056,0.542627345844504,5.5e-06
41,Phase 2 (Fine-tune),2.1040314124722785,0.5009236453201971,1.2320962578563366,0.5410187667560322,5.146934069224698e-06
42,Phase 2 (Fine-tune),2.0961599502657435,0.49261083743842365,1.2322096501366566,0.5404825737265415,4.796044907318962e-06
43,Phase 2 (Fine-tune),2.100211977958679,0.5046182266009852,1.2292019815768225,0.5474530831099196,4.4494958626484265e-06
44,Phase 2 (Fine-tune),2.099726585331809,0.4921490147783251,1.2268192121538066,0.5436997319034853,4.109423525312737e-06
45,Phase 2 (Fine-tune),2.090951374011674,0.5016933497536946,1.2285037333682431,0.5399463806970509,3.777924554357096e-06
