epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.490876,0.086564,2.290855,0.125541,0.000100
2,2.433010,0.113616,2.281571,0.121212,0.000100
3,2.417639,0.111812,2.309530,0.121212,0.000100
4,2.427440,0.098287,2.231397,0.190476,0.000100
5,2.380464,0.128945,2.157572,0.259740,0.000100
6,2.293268,0.177638,2.194624,0.311688,0.000100
7,2.240571,0.198377,2.088843,0.311688,0.000100
8,2.200626,0.238954,2.042223,0.385281,0.000100
9,2.100502,0.256988,1.920838,0.393939,0.000100
10,2.083704,0.280433,1.829870,0.480519,0.000100
11,2.025245,0.315600,1.710972,0.510823,0.000100
12,1.946639,0.369702,1.667736,0.549784,0.000100
13,1.882389,0.397656,1.591907,0.541126,0.000100
14,1.850724,0.424707,1.561957,0.593074,0.000100
15,1.804619,0.434626,1.477287,0.645022,0.000100
16,1.727713,0.495041,1.418231,0.658009,0.000100
17,1.688678,0.505861,1.400562,0.658009,0.000100
18,1.657826,0.522092,1.359322,0.696970,0.000100
19,1.565570,0.554554,1.300606,0.727273,0.000100
20,1.594223,0.546438,1.307283,0.718615,0.000100
21,1.590085,0.550045,1.276130,0.748918,0.000100
22,1.539495,0.587015,1.276212,0.718615,0.000100
23,1.517407,0.622182,1.237776,0.796537,0.000100
24,1.490551,0.623084,1.194436,0.813853,0.000100
25,1.508215,0.645627,1.280912,0.705628,0.000100
26,1.473693,0.628494,1.199225,0.787879,0.000100
27,1.433061,0.666366,1.310260,0.748918,0.000100
28,1.452038,0.665464,1.203415,0.805195,0.000100
29,1.348672,0.715059,1.146551,0.805195,0.000100
30,1.432956,0.671776,1.219527,0.779221,0.000100
31,1.377184,0.690712,1.090926,0.848485,0.000100
32,1.353290,0.718665,1.118784,0.848485,0.000100
33,1.349803,0.710550,1.035124,0.874459,0.000100
34,1.337615,0.719567,1.118490,0.822511,0.000100
35,1.327545,0.723174,1.142738,0.796537,0.000100
36,1.301140,0.738503,1.067439,0.852814,0.000100
37,1.293944,0.751127,1.056191,0.831169,0.000100
38,1.274131,0.766456,1.062292,0.861472,0.000100
39,1.226799,0.783589,1.134776,0.857143,0.000100
40,1.237673,0.786294,0.999290,0.909091,0.000100
41,1.198326,0.798016,1.025089,0.870130,0.000100
42,1.256610,0.752029,1.029655,0.874459,0.000100
43,1.230357,0.781785,1.090241,0.870130,0.000100
44,1.181480,0.800721,1.095488,0.835498,0.000100
45,1.205020,0.799820,1.129833,0.835498,0.000100
46,1.173130,0.809739,0.965560,0.904762,0.000100
47,1.174901,0.793508,0.926910,0.926407,0.000100
48,1.149037,0.822362,1.138028,0.831169,0.000100
49,1.153809,0.809739,0.945176,0.904762,0.000100
50,1.105726,0.829576,0.926912,0.913420,0.000100
51,1.136707,0.820559,0.943740,0.917749,0.000100
52,1.131615,0.836790,0.989096,0.896104,0.000100
53,1.097688,0.852119,1.011421,0.896104,0.000100
54,1.064214,0.844004,1.013974,0.874459,0.000100
55,1.107447,0.839495,0.950269,0.909091,0.000100
56,1.137993,0.821461,0.986342,0.909091,0.000100
57,1.073292,0.872858,0.951435,0.917749,0.000100
58,1.096346,0.844905,0.949896,0.900433,0.000050
59,1.006269,0.892696,0.894826,0.930736,0.000050
60,1.015901,0.882777,0.885900,0.952381,0.000050
61,1.003223,0.883679,0.877493,0.930736,0.000050
62,0.994776,0.899910,0.923188,0.926407,0.000050
63,0.965819,0.911632,0.901683,0.926407,0.000050
64,0.987927,0.899910,0.903857,0.939394,0.000050
65,0.973573,0.905320,0.912629,0.917749,0.000050
66,0.971050,0.908927,0.895999,0.926407,0.000050
67,0.981607,0.908025,0.915093,0.926407,0.000050
68,0.962169,0.913436,0.901937,0.943723,0.000050
69,0.966091,0.918846,0.911841,0.930736,0.000050
70,0.973343,0.899008,0.873440,0.939394,0.000050
71,0.992702,0.898106,0.891939,0.939394,0.000050
72,0.949823,0.921551,0.865488,0.956710,0.000050
73,0.929996,0.928765,0.888065,0.939394,0.000050
74,0.940708,0.926961,0.873188,0.922078,0.000050
75,0.949208,0.923354,0.847115,0.948052,0.000050
76,0.969651,0.908927,0.886541,0.935065,0.000050
77,0.933047,0.932372,0.858612,0.943723,0.000050
78,0.961029,0.904418,0.850593,0.943723,0.000050
79,0.941698,0.926060,0.870711,0.943723,0.000050
80,0.933947,0.925158,0.882891,0.948052,0.000050
81,0.927344,0.921551,0.881634,0.930736,0.000050
82,0.937162,0.929666,0.867126,0.943723,0.000050
83,0.956835,0.913436,0.867093,0.939394,0.000050
84,0.947702,0.927863,0.867464,0.952381,0.000050
85,0.916417,0.935978,0.839967,0.948052,0.000050
86,0.890680,0.950406,0.850598,0.952381,0.000050
87,0.897976,0.944094,0.862310,0.943723,0.000050
88,0.927068,0.925158,0.859847,0.952381,0.000050
89,0.909144,0.942290,0.870019,0.943723,0.000050
90,0.894672,0.944094,0.841450,0.948052,0.000050
91,0.889344,0.946799,0.840697,0.961039,0.000050
92,0.888110,0.948602,0.847068,0.952381,0.000050
93,0.899325,0.944094,0.813637,0.961039,0.000050
94,0.891114,0.950406,0.840602,0.939394,0.000050
95,0.893413,0.946799,0.873913,0.930736,0.000050
96,0.875279,0.950406,0.866622,0.930736,0.000050
97,0.866918,0.958521,0.845735,0.948052,0.000050
98,0.874020,0.948602,0.862672,0.939394,0.000050
99,0.888978,0.945897,0.848097,0.952381,0.000050
100,0.863126,0.963931,0.844299,0.956710,0.000050
101,0.848325,0.969342,0.875575,0.943723,0.000050
102,0.852321,0.965735,0.843456,0.952381,0.000050
103,0.850898,0.961226,0.843309,0.948052,0.000050
104,0.871043,0.944094,0.846078,0.961039,0.000025
105,0.855067,0.967538,0.816918,0.961039,0.000025
106,0.856022,0.960325,0.854896,0.948052,0.000025
107,0.830244,0.973850,0.825291,0.965368,0.000025
108,0.836261,0.973850,0.820585,0.961039,0.000025
109,0.839084,0.968440,0.832429,0.948052,0.000025
110,0.832680,0.976555,0.841569,0.943723,0.000025
111,0.813777,0.977457,0.830130,0.956710,0.000025
112,0.838015,0.973850,0.825813,0.952381,0.000025
113,0.830228,0.975654,0.828044,0.948052,0.000025
114,0.812951,0.980162,0.816813,0.952381,0.000025
115,0.816029,0.981064,0.816796,0.961039,0.000013
116,0.812488,0.984671,0.823078,0.956710,0.000013
117,0.804021,0.990983,0.817257,0.956710,0.000013
118,0.801600,0.986474,0.807433,0.965368,0.000013
119,0.827454,0.981966,0.819378,0.961039,0.000013
120,0.823543,0.978359,0.836188,0.952381,0.000013
121,0.815535,0.981966,0.818766,0.956710,0.000013
122,0.815726,0.987376,0.823026,0.961039,0.000013
123,0.802260,0.989179,0.812340,0.961039,0.000013
124,0.805142,0.983769,0.804901,0.974026,0.000013
125,0.807110,0.989179,0.819930,0.948052,0.000013
126,0.799538,0.988278,0.822628,0.948052,0.000013
127,0.784643,0.991885,0.821229,0.943723,0.000013
128,0.799389,0.989179,0.811167,0.961039,0.000013
129,0.820740,0.980162,0.811165,0.961039,0.000013
130,0.802758,0.985573,0.811880,0.961039,0.000013
131,0.817602,0.982867,0.817755,0.961039,0.000013
132,0.807995,0.983769,0.819248,0.956710,0.000013
133,0.797618,0.990081,0.817316,0.969697,0.000013
134,0.808417,0.984671,0.807712,0.974026,0.000013
135,0.798257,0.986474,0.807358,0.961039,0.000006
136,0.812611,0.986474,0.816196,0.961039,0.000006
137,0.796187,0.989179,0.814329,0.961039,0.000006
138,0.790950,0.994590,0.811400,0.961039,0.000006
139,0.806680,0.981966,0.812568,0.961039,0.000006
140,0.803346,0.989179,0.816920,0.956710,0.000006
141,0.799150,0.990081,0.807028,0.961039,0.000006
142,0.792451,0.994590,0.809312,0.965368,0.000006
143,0.794211,0.990983,0.811896,0.956710,0.000006
144,0.786359,0.992786,0.800203,0.965368,0.000006
145,0.793202,0.990081,0.800065,0.965368,0.000006
146,0.797850,0.989179,0.815768,0.956710,0.000006
147,0.804611,0.991885,0.811786,0.956710,0.000006
148,0.793348,0.988278,0.805485,0.965368,0.000006
149,0.790770,0.991885,0.800466,0.969697,0.000006
150,0.808068,0.986474,0.807229,0.969697,0.000006
