epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1260.51,0.93337,0.51674,0.86083,0.87845,0.88734,0.93378,0.70651,0.79006,0.63073,0.77755,0.0009109,0.0009109,0.0009109
29,1305.78,0.92976,0.50354,0.85988,0.87694,0.87741,0.92948,0.70661,0.77455,0.61904,0.7732,0.0009076,0.0009076,0.0009076
30,1350.52,0.93837,0.5087,0.86498,0.87937,0.86365,0.92285,0.69206,0.78706,0.43179,0.7763,0.0009043,0.0009043,0.0009043
31,1395.01,0.93563,0.50496,0.86421,0.8752,0.88293,0.92696,0.69978,0.78825,0.43288,0.77606,0.000901,0.000901,0.000901
32,1440.07,0.92059,0.492,0.86124,0.88163,0.87581,0.93087,0.69455,0.80481,0.82929,0.77843,0.0008977,0.0008977,0.0008977
33,1483.92,0.93391,0.49965,0.85985,0.89256,0.89516,0.94002,0.70592,0.78801,0.65018,0.77503,0.0008944,0.0008944,0.0008944
34,1527.89,0.92722,0.4951,0.86212,0.89361,0.88843,0.94168,0.70835,0.7855,0.61899,0.77377,0.0008911,0.0008911,0.0008911
35,1573.6,0.92413,0.4896,0.85977,0.89128,0.88618,0.93323,0.70678,0.78146,1.13855,0.77319,0.0008878,0.0008878,0.0008878
36,1618.02,0.93526,0.49523,0.86381,0.88764,0.89735,0.94424,0.71851,0.76884,0.4159,0.77086,0.0008845,0.0008845,0.0008845
37,1664.05,0.9184,0.48788,0.8586,0.89338,0.88742,0.93936,0.70654,0.78996,0.54609,0.7748,0.0008812,0.0008812,0.0008812
38,1708.17,0.9118,0.47349,0.85421,0.90355,0.88723,0.94527,0.71661,0.77259,0.48578,0.77257,0.0008779,0.0008779,0.0008779
39,1751.91,0.91462,0.46812,0.85929,0.89441,0.89262,0.94596,0.71946,0.77464,0.73451,0.77169,0.0008746,0.0008746,0.0008746
40,1797.35,0.90939,0.47381,0.85709,0.89491,0.90958,0.94426,0.71964,0.767,2.80304,0.76969,0.0008713,0.0008713,0.0008713
41,1843.81,0.92271,0.48275,0.85803,0.88998,0.88661,0.93503,0.70995,0.76932,0.44865,0.77001,0.000868,0.000868,0.000868
42,1887.4,0.90697,0.46954,0.85838,0.87965,0.89002,0.92906,0.70929,0.75441,0.43019,0.76805,0.0008647,0.0008647,0.0008647
43,1930.96,0.91024,0.47232,0.85967,0.90758,0.8813,0.9419,0.7178,0.78353,0.4828,0.77221,0.0008614,0.0008614,0.0008614
44,1975.04,0.91497,0.47033,0.85693,0.88819,0.89919,0.94026,0.71478,0.768,0.64367,0.76925,0.0008581,0.0008581,0.0008581
45,2018.92,0.89344,0.46361,0.85263,0.90196,0.8963,0.94287,0.71309,0.77658,0.56895,0.7724,0.0008548,0.0008548,0.0008548
46,2063.73,0.9191,0.4752,0.8606,0.90284,0.87451,0.93819,0.71555,0.76844,1.1835,0.77067,0.0008515,0.0008515,0.0008515
47,2108.28,0.89637,0.4661,0.85432,0.90027,0.91098,0.95314,0.72617,0.77377,0.40294,0.77034,0.0008482,0.0008482,0.0008482
48,2154.94,0.91288,0.47162,0.84961,0.90457,0.90227,0.95051,0.72168,0.77362,0.69011,0.77076,0.0008449,0.0008449,0.0008449
49,2198.74,0.90765,0.46278,0.85801,0.90939,0.89093,0.94728,0.72375,0.76438,0.87335,0.76861,0.0008416,0.0008416,0.0008416
50,2242.41,0.90143,0.45794,0.8569,0.90926,0.90131,0.95209,0.73344,0.75512,0.38724,0.7685,0.0008383,0.0008383,0.0008383
51,2288.59,0.90122,0.4647,0.85595,0.90464,0.9035,0.94546,0.72691,0.75584,0.43848,0.76716,0.000835,0.000835,0.000835
52,2332.58,0.9013,0.4601,0.8546,0.91564,0.88587,0.94885,0.73287,0.75597,0.44186,0.76788,0.0008317,0.0008317,0.0008317
53,2376.12,0.90395,0.46324,0.85469,0.92135,0.89938,0.95427,0.73662,0.74621,0.37509,0.76717,0.0008284,0.0008284,0.0008284
54,2421.71,0.89295,0.45697,0.85253,0.89803,0.8861,0.94413,0.72213,0.75486,0.46951,0.76808,0.0008251,0.0008251,0.0008251
55,2465.85,0.88357,0.45743,0.85128,0.90375,0.90193,0.94956,0.73491,0.74914,0.92924,0.76659,0.0008218,0.0008218,0.0008218
56,2510.57,0.89715,0.45888,0.8557,0.91888,0.9005,0.95363,0.73014,0.76445,0.4134,0.77025,0.0008185,0.0008185,0.0008185
57,2554.51,0.9008,0.45789,0.85745,0.91082,0.90166,0.9533,0.73439,0.75904,0.65648,0.7683,0.0008152,0.0008152,0.0008152
58,2598.36,0.8937,0.46143,0.85429,0.89725,0.9009,0.94628,0.7225,0.77353,0.4141,0.7709,0.0008119,0.0008119,0.0008119
59,2642.98,0.89197,0.45018,0.85054,0.92053,0.90781,0.95871,0.73967,0.74917,0.53045,0.76637,0.0008086,0.0008086,0.0008086
60,2688.1,0.88866,0.4439,0.85711,0.90867,0.90521,0.95527,0.73465,0.77134,0.38706,0.77106,0.0008053,0.0008053,0.0008053
61,2731.93,0.88865,0.45736,0.85271,0.90087,0.90158,0.94993,0.73209,0.75424,0.41664,0.76732,0.000802,0.000802,0.000802
62,2775.98,0.89923,0.45153,0.85572,0.90826,0.9082,0.95178,0.73338,0.755,0.55607,0.76725,0.0007987,0.0007987,0.0007987
63,2819.14,0.88875,0.43945,0.85219,0.92295,0.90227,0.9605,0.73345,0.77346,0.47356,0.76952,0.0007954,0.0007954,0.0007954
64,2862.58,0.88125,0.4458,0.85075,0.92406,0.90949,0.95883,0.73789,0.75027,0.50485,0.76604,0.0007921,0.0007921,0.0007921
65,2906.66,0.89103,0.44574,0.84994,0.92836,0.90963,0.96092,0.74287,0.74815,0.41753,0.76662,0.0007888,0.0007888,0.0007888
66,2952.18,0.87475,0.43656,0.85261,0.91758,0.911,0.96061,0.74258,0.74311,0.47721,0.76406,0.0007855,0.0007855,0.0007855
67,2995.99,0.87427,0.4333,0.84985,0.9287,0.90831,0.95915,0.73605,0.76321,0.42906,0.76722,0.0007822,0.0007822,0.0007822
68,3039.14,0.86343,0.42739,0.85052,0.93038,0.90318,0.95912,0.7409,0.74936,0.37119,0.76577,0.0007789,0.0007789,0.0007789
69,3082.14,0.87326,0.43378,0.85018,0.92266,0.9165,0.95945,0.74089,0.74128,0.38926,0.76503,0.0007756,0.0007756,0.0007756
70,3126.73,0.87617,0.43334,0.85079,0.92627,0.91001,0.95727,0.74558,0.72991,0.36295,0.76181,0.0007723,0.0007723,0.0007723
71,3171.61,0.87505,0.43001,0.8518,0.92304,0.91254,0.95806,0.73824,0.74787,0.37228,0.76502,0.000769,0.000769,0.000769
72,3215.12,0.86259,0.42533,0.85012,0.92773,0.92121,0.96279,0.74478,0.74163,0.47311,0.76416,0.0007657,0.0007657,0.0007657
73,3258.77,0.86992,0.42795,0.85112,0.92851,0.91965,0.96735,0.73157,0.79103,0.40585,0.77177,0.0007624,0.0007624,0.0007624
74,3302.73,0.88383,0.43751,0.84882,0.93068,0.91088,0.96387,0.74618,0.74027,0.35611,0.76364,0.0007591,0.0007591,0.0007591
75,3348.35,0.86736,0.42637,0.85045,0.93462,0.91417,0.96683,0.74234,0.76197,0.45087,0.76856,0.0007558,0.0007558,0.0007558
76,3392.23,0.87765,0.42871,0.84971,0.92761,0.92287,0.96802,0.74553,0.76879,0.36065,0.76857,0.0007525,0.0007525,0.0007525
77,3435.52,0.86935,0.42628,0.84733,0.9148,0.92137,0.95619,0.74344,0.7295,0.39106,0.76213,0.0007492,0.0007492,0.0007492
78,3478.91,0.86221,0.41873,0.84943,0.9241,0.90824,0.96022,0.74832,0.7337,0.35792,0.76227,0.0007459,0.0007459,0.0007459
79,3524.88,0.86106,0.42078,0.84688,0.93726,0.91618,0.96605,0.75296,0.73203,0.38484,0.7624,0.0007426,0.0007426,0.0007426
80,3568.61,0.86195,0.41612,0.85192,0.94283,0.9124,0.96714,0.74864,0.74243,0.3805,0.76524,0.0007393,0.0007393,0.0007393
81,3612.65,0.86857,0.42081,0.85078,0.92783,0.92282,0.96557,0.74723,0.7402,0.40334,0.76339,0.000736,0.000736,0.000736
82,3656.13,0.85055,0.41479,0.84575,0.93185,0.9148,0.96416,0.75067,0.72423,0.34132,0.76134,0.0007327,0.0007327,0.0007327
83,3700,0.86553,0.4195,0.84692,0.94059,0.91522,0.9681,0.74909,0.75008,0.3669,0.76669,0.0007294,0.0007294,0.0007294
84,3745.03,0.85551,0.41249,0.84544,0.92888,0.92676,0.9682,0.74473,0.75141,0.39051,0.76598,0.0007261,0.0007261,0.0007261
85,3788.67,0.85326,0.41711,0.8442,0.9351,0.92912,0.97051,0.75387,0.73139,0.3683,0.76219,0.0007228,0.0007228,0.0007228
86,3834.29,0.85848,0.41607,0.84615,0.92961,0.92488,0.96917,0.75164,0.74229,0.34761,0.76336,0.0007195,0.0007195,0.0007195
87,3877.81,0.84614,0.40741,0.84275,0.94169,0.91593,0.96722,0.75719,0.72414,0.35745,0.76021,0.0007162,0.0007162,0.0007162
88,3923.4,0.84426,0.40839,0.84254,0.93073,0.92748,0.96639,0.75984,0.71372,0.34327,0.75819,0.0007129,0.0007129,0.0007129
89,3969.48,0.84851,0.4111,0.84628,0.94892,0.92138,0.97343,0.76274,0.72007,0.37312,0.75963,0.0007096,0.0007096,0.0007096
90,4014.3,0.84311,0.40657,0.84679,0.93966,0.91765,0.96755,0.75936,0.7173,0.33355,0.75958,0.0007063,0.0007063,0.0007063
91,4057.73,0.84529,0.40866,0.8429,0.94022,0.92199,0.96839,0.75324,0.73814,0.38819,0.76409,0.000703,0.000703,0.000703
92,4101.71,0.84949,0.4088,0.84545,0.94196,0.91315,0.96815,0.76064,0.72148,0.34298,0.7607,0.0006997,0.0006997,0.0006997
93,4146.24,0.85602,0.4142,0.84618,0.94446,0.92662,0.96845,0.75639,0.72202,0.73917,0.75973,0.0006964,0.0006964,0.0006964
94,4190.42,0.83859,0.40599,0.8455,0.94555,0.90335,0.96638,0.75495,0.72568,0.40185,0.7606,0.0006931,0.0006931,0.0006931
95,4234.19,0.83769,0.40784,0.84224,0.94311,0.92976,0.97125,0.76394,0.72275,0.33019,0.75973,0.0006898,0.0006898,0.0006898
96,4279.94,0.84407,0.40618,0.84614,0.93629,0.92157,0.96737,0.75331,0.73844,0.36277,0.76214,0.0006865,0.0006865,0.0006865
97,4325.02,0.84367,0.40709,0.84432,0.94042,0.91992,0.96806,0.76005,0.7258,0.34212,0.76228,0.0006832,0.0006832,0.0006832
98,4369.11,0.84149,0.40863,0.84294,0.94284,0.91367,0.9663,0.75546,0.72545,0.37479,0.76151,0.0006799,0.0006799,0.0006799
99,4413.03,0.83193,0.40315,0.84447,0.94135,0.91992,0.96914,0.76163,0.71635,0.71028,0.75887,0.0006766,0.0006766,0.0006766
100,4456.54,0.82935,0.4011,0.84682,0.93528,0.92433,0.97073,0.75932,0.72288,0.35172,0.76119,0.0006733,0.0006733,0.0006733
101,4500.44,0.82476,0.39438,0.84031,0.94728,0.92136,0.97301,0.76952,0.70222,0.32709,0.75653,0.00067,0.00067,0.00067
102,4545.5,0.82638,0.39655,0.84522,0.9286,0.92377,0.96995,0.76106,0.71686,0.37349,0.75871,0.0006667,0.0006667,0.0006667
103,4589.87,0.82409,0.39703,0.84289,0.94223,0.92782,0.97304,0.7644,0.70815,0.32892,0.75763,0.0006634,0.0006634,0.0006634
104,4633.09,0.82065,0.39182,0.84104,0.95108,0.92892,0.97324,0.76822,0.71399,0.49209,0.75969,0.0006601,0.0006601,0.0006601
105,4677.74,0.82973,0.39877,0.83973,0.95291,0.9242,0.9752,0.76748,0.71137,0.33186,0.75774,0.0006568,0.0006568,0.0006568
106,4723.03,0.81614,0.38783,0.83956,0.94863,0.93625,0.97569,0.769,0.70878,0.32014,0.7575,0.0006535,0.0006535,0.0006535
107,4766.89,0.81351,0.38554,0.83937,0.94627,0.93571,0.97596,0.77135,0.70768,0.32311,0.75733,0.0006502,0.0006502,0.0006502
108,4812.66,0.80932,0.39194,0.84082,0.93951,0.93247,0.97179,0.76666,0.70662,0.40375,0.75728,0.0006469,0.0006469,0.0006469
109,4856.52,0.81873,0.38808,0.8401,0.95165,0.93516,0.97508,0.77187,0.70324,0.34435,0.75702,0.0006436,0.0006436,0.0006436
110,4901.77,0.81226,0.38617,0.84164,0.95036,0.93281,0.97647,0.76796,0.71254,0.33636,0.75926,0.0006403,0.0006403,0.0006403
111,4945.71,0.82647,0.39134,0.84551,0.94984,0.93221,0.97849,0.77466,0.70073,0.31755,0.75686,0.000637,0.000637,0.000637
112,4990.52,0.80037,0.38007,0.8367,0.94848,0.94029,0.97845,0.77051,0.7021,0.31608,0.75636,0.0006337,0.0006337,0.0006337
113,5034.25,0.80867,0.38233,0.8393,0.96043,0.94033,0.97839,0.77904,0.68324,0.34417,0.75284,0.0006304,0.0006304,0.0006304
114,5080.62,0.81889,0.39527,0.83964,0.94728,0.93787,0.97485,0.76992,0.70008,0.33169,0.75608,0.0006271,0.0006271,0.0006271
115,5124.17,0.78507,0.37931,0.8367,0.95633,0.92935,0.97811,0.77776,0.68502,0.32472,0.75398,0.0006238,0.0006238,0.0006238
116,5168.18,0.80496,0.3812,0.83859,0.94304,0.94031,0.97614,0.77399,0.69719,0.32049,0.75551,0.0006205,0.0006205,0.0006205
117,5212.16,0.79807,0.37841,0.83535,0.95029,0.94425,0.97801,0.77648,0.69492,0.33176,0.75458,0.0006172,0.0006172,0.0006172
118,5255.86,0.7797,0.37318,0.83636,0.95047,0.9382,0.97922,0.77661,0.69832,0.32955,0.7551,0.0006139,0.0006139,0.0006139
119,5300.8,0.79389,0.37937,0.837,0.94249,0.94014,0.97658,0.76842,0.71156,0.40059,0.75665,0.0006106,0.0006106,0.0006106
120,5344.01,0.78979,0.37763,0.83488,0.95624,0.93643,0.97892,0.77775,0.68332,0.31214,0.75367,0.0006073,0.0006073,0.0006073
121,5387.81,0.82068,0.38661,0.83836,0.9558,0.93396,0.97821,0.77192,0.6988,0.33723,0.75503,0.000604,0.000604,0.000604
122,5431.7,0.78736,0.37413,0.83302,0.96255,0.93137,0.97735,0.7775,0.67956,0.3105,0.75276,0.0006007,0.0006007,0.0006007
123,5475.6,0.78375,0.37243,0.83446,0.94753,0.93935,0.97891,0.77874,0.69566,0.75292,0.75328,0.0005974,0.0005974,0.0005974
124,5520.15,0.77996,0.37355,0.83323,0.96073,0.92222,0.9792,0.77771,0.68739,0.3486,0.75306,0.0005941,0.0005941,0.0005941
125,5564.27,0.78154,0.37142,0.83304,0.9582,0.93584,0.97975,0.78032,0.673,0.31792,0.75012,0.0005908,0.0005908,0.0005908
126,5609.12,0.77394,0.3715,0.83494,0.95208,0.95201,0.98101,0.7825,0.67714,0.32508,0.7521,0.0005875,0.0005875,0.0005875
127,5655.06,0.79219,0.37762,0.83641,0.95376,0.94034,0.97832,0.77813,0.69279,0.3787,0.75382,0.0005842,0.0005842,0.0005842
128,5698.75,0.77998,0.3733,0.8351,0.96204,0.93384,0.98085,0.78466,0.68112,0.30839,0.75242,0.0005809,0.0005809,0.0005809
129,5745.23,0.784,0.37386,0.83475,0.95146,0.9438,0.97886,0.78505,0.66901,0.59312,0.75067,0.0005776,0.0005776,0.0005776
130,5789.57,0.77304,0.3671,0.83506,0.95354,0.94042,0.97908,0.78411,0.68088,0.37378,0.75295,0.0005743,0.0005743,0.0005743
131,5832.65,0.76492,0.36207,0.83444,0.96284,0.94391,0.98064,0.78416,0.68367,0.4547,0.75367,0.000571,0.000571,0.000571
132,5876.57,0.76043,0.36227,0.83267,0.95796,0.94192,0.98097,0.78853,0.66207,0.3396,0.74934,0.0005677,0.0005677,0.0005677
133,5921.59,0.77928,0.37192,0.83352,0.94012,0.94871,0.97889,0.78216,0.67197,0.32681,0.75064,0.0005644,0.0005644,0.0005644
134,5966.61,0.76427,0.36594,0.83077,0.9582,0.94296,0.98166,0.78385,0.67253,0.31107,0.75094,0.0005611,0.0005611,0.0005611
135,6010.41,0.76222,0.36117,0.83231,0.96345,0.93949,0.98249,0.786,0.67867,0.31392,0.75182,0.0005578,0.0005578,0.0005578
136,6054.37,0.75953,0.35861,0.83181,0.95306,0.95119,0.98242,0.78771,0.66645,0.30314,0.75012,0.0005545,0.0005545,0.0005545
137,6098.59,0.76488,0.36212,0.83385,0.96624,0.93866,0.98491,0.79207,0.66652,0.56578,0.7493,0.0005512,0.0005512,0.0005512
138,6144.27,0.76779,0.36343,0.83312,0.96552,0.93788,0.98183,0.78589,0.66877,0.30101,0.75074,0.0005479,0.0005479,0.0005479
139,6189.37,0.75825,0.36322,0.83226,0.96455,0.93635,0.98214,0.7926,0.65749,0.30682,0.74897,0.0005446,0.0005446,0.0005446
140,6234.94,0.75091,0.36195,0.8294,0.975,0.93299,0.98335,0.79382,0.65399,0.38366,0.74772,0.0005413,0.0005413,0.0005413
141,6281.03,0.74609,0.35383,0.82839,0.96677,0.93984,0.98246,0.79265,0.6568,0.32371,0.74817,0.000538,0.000538,0.000538
142,6325.36,0.75084,0.35381,0.83007,0.96134,0.94919,0.98356,0.79223,0.66258,0.35157,0.749,0.0005347,0.0005347,0.0005347
143,6370.01,0.76683,0.36183,0.83196,0.96257,0.94508,0.98104,0.78936,0.6738,0.3073,0.75118,0.0005314,0.0005314,0.0005314
144,6413.42,0.73952,0.35224,0.82949,0.95712,0.94771,0.98104,0.7964,0.64957,0.31794,0.74702,0.0005281,0.0005281,0.0005281
145,6458.47,0.76152,0.35904,0.83059,0.9617,0.94821,0.98324,0.79553,0.65172,0.30343,0.74768,0.0005248,0.0005248,0.0005248
146,6502.76,0.74932,0.35594,0.83047,0.95567,0.95001,0.98267,0.79557,0.65347,0.29237,0.74808,0.0005215,0.0005215,0.0005215
147,6546.57,0.75209,0.35613,0.83041,0.96229,0.94497,0.9807,0.79458,0.65037,0.31992,0.74693,0.0005182,0.0005182,0.0005182
148,6591.73,0.73643,0.35455,0.82886,0.95995,0.9433,0.98187,0.79808,0.64916,0.29421,0.74729,0.0005149,0.0005149,0.0005149
149,6637.52,0.73383,0.34934,0.82723,0.96391,0.94209,0.98304,0.79209,0.65437,0.29506,0.74807,0.0005116,0.0005116,0.0005116
150,6681.2,0.74962,0.35381,0.82944,0.9661,0.9422,0.98106,0.79113,0.65165,0.30244,0.74837,0.0005083,0.0005083,0.0005083
151,6725.89,0.73877,0.35373,0.82847,0.96552,0.94818,0.98365,0.79717,0.64325,0.28995,0.74696,0.000505,0.000505,0.000505
152,6769.86,0.74607,0.35421,0.82934,0.96523,0.94287,0.98355,0.80045,0.63384,0.30344,0.74474,0.0005017,0.0005017,0.0005017
153,6815.19,0.71896,0.34397,0.8269,0.96707,0.95043,0.98418,0.8019,0.64059,0.28541,0.74455,0.0004984,0.0004984,0.0004984
154,6861.35,0.70938,0.33682,0.8267,0.96069,0.94788,0.98635,0.80026,0.64226,0.28666,0.74569,0.0004951,0.0004951,0.0004951
155,6905.65,0.7144,0.34098,0.82644,0.96915,0.94227,0.98502,0.80383,0.63196,0.2898,0.74423,0.0004918,0.0004918,0.0004918
156,6951.26,0.72567,0.3467,0.82498,0.96562,0.94551,0.98301,0.80016,0.63857,0.28574,0.74479,0.0004885,0.0004885,0.0004885
157,6995.56,0.73255,0.3465,0.8263,0.95894,0.95325,0.98376,0.8055,0.62513,0.3271,0.7435,0.0004852,0.0004852,0.0004852
158,7040.72,0.72509,0.34886,0.82885,0.9723,0.94661,0.98408,0.80562,0.63062,0.28558,0.74461,0.0004819,0.0004819,0.0004819
159,7086.34,0.70836,0.33864,0.82482,0.96311,0.94275,0.98438,0.80384,0.63304,0.28658,0.7452,0.0004786,0.0004786,0.0004786
160,7130.27,0.71862,0.34102,0.82526,0.96103,0.95116,0.98516,0.80383,0.62984,0.32642,0.74364,0.0004753,0.0004753,0.0004753
161,7175.08,0.72439,0.34131,0.82742,0.97075,0.94368,0.98435,0.8036,0.62233,0.31274,0.74335,0.000472,0.000472,0.000472
162,7219.22,0.70356,0.3321,0.82347,0.96639,0.95367,0.98335,0.80418,0.62818,0.29058,0.74438,0.0004687,0.0004687,0.0004687
163,7262.89,0.71196,0.33678,0.8249,0.96781,0.95362,0.98606,0.80948,0.62627,0.30762,0.74344,0.0004654,0.0004654,0.0004654
164,7309.14,0.71382,0.34202,0.82607,0.96918,0.95768,0.98683,0.80314,0.63253,0.285,0.74471,0.0004621,0.0004621,0.0004621
165,7352.89,0.70077,0.33252,0.82539,0.97694,0.94753,0.98664,0.81011,0.61851,0.27959,0.7428,0.0004588,0.0004588,0.0004588
166,7398.37,0.6959,0.33091,0.8222,0.96406,0.95332,0.98492,0.80525,0.6194,0.29434,0.74246,0.0004555,0.0004555,0.0004555
167,7443.56,0.7115,0.33559,0.8256,0.97005,0.94738,0.98509,0.80988,0.60961,0.28542,0.74132,0.0004522,0.0004522,0.0004522
168,7487.16,0.6976,0.336,0.82474,0.96588,0.95765,0.98483,0.80896,0.61728,0.28491,0.74237,0.0004489,0.0004489,0.0004489
169,7531.07,0.69632,0.33194,0.82143,0.96691,0.95592,0.9858,0.80396,0.63116,0.28391,0.74412,0.0004456,0.0004456,0.0004456
170,7574.79,0.69052,0.3296,0.82325,0.96951,0.95429,0.98667,0.80982,0.62066,0.27715,0.74229,0.0004423,0.0004423,0.0004423
171,7620.62,0.6959,0.33311,0.82245,0.96884,0.9533,0.98525,0.80718,0.62245,0.34577,0.74249,0.000439,0.000439,0.000439
172,7664.68,0.6828,0.32905,0.82084,0.96172,0.95427,0.98637,0.81109,0.61763,0.27829,0.74233,0.0004357,0.0004357,0.0004357
173,7710.86,0.68986,0.33088,0.82249,0.96649,0.95902,0.98713,0.81442,0.60433,0.29124,0.74003,0.0004324,0.0004324,0.0004324
174,7756.96,0.68366,0.32667,0.81991,0.96759,0.95981,0.98638,0.8114,0.61035,0.27082,0.74096,0.0004291,0.0004291,0.0004291
175,7801.5,0.68799,0.32554,0.82084,0.96201,0.96148,0.98587,0.81349,0.59885,0.27603,0.7393,0.0004258,0.0004258,0.0004258
176,7845.58,0.67742,0.32467,0.82081,0.97082,0.95675,0.987,0.81548,0.60114,0.27885,0.74024,0.0004225,0.0004225,0.0004225
177,7893.62,0.68904,0.32753,0.81918,0.96823,0.9601,0.98549,0.81111,0.61113,0.2734,0.74157,0.0004192,0.0004192,0.0004192
178,7940.21,0.66309,0.31905,0.81874,0.96937,0.95527,0.98538,0.81632,0.59965,0.26896,0.74013,0.0004159,0.0004159,0.0004159
179,7988.42,0.66394,0.31976,0.8177,0.97346,0.94333,0.98608,0.81695,0.60119,0.27618,0.74013,0.0004126,0.0004126,0.0004126
180,8033.76,0.66935,0.32131,0.81839,0.96813,0.95648,0.98554,0.81506,0.60016,0.30443,0.73917,0.0004093,0.0004093,0.0004093
181,8078.55,0.66986,0.32263,0.81815,0.97527,0.94738,0.98591,0.81597,0.60174,0.27212,0.73963,0.000406,0.000406,0.000406
182,8123.19,0.66921,0.32248,0.81914,0.97122,0.95172,0.98689,0.81835,0.59163,0.26728,0.73825,0.0004027,0.0004027,0.0004027
183,8168.97,0.66078,0.31686,0.81837,0.96885,0.95604,0.98608,0.81443,0.59817,0.27993,0.73879,0.0003994,0.0003994,0.0003994
184,8212.7,0.66525,0.32082,0.81731,0.97147,0.95307,0.98711,0.81813,0.5972,0.27001,0.7395,0.0003961,0.0003961,0.0003961
