epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,8257.04,0.67333,0.3227,0.81986,0.97382,0.94763,0.98483,0.81536,0.59815,0.26889,0.73881,0.0003928,0.0003928,0.0003928
186,8301.49,0.66249,0.31787,0.81599,0.97337,0.95452,0.98514,0.81748,0.59734,0.26745,0.73886,0.0003895,0.0003895,0.0003895
187,8345.19,0.66975,0.31889,0.82067,0.97474,0.94582,0.9866,0.81636,0.60133,0.26779,0.7392,0.0003862,0.0003862,0.0003862
188,8390.83,0.65405,0.31398,0.81874,0.97545,0.94993,0.98708,0.81975,0.59475,0.26845,0.73875,0.0003829,0.0003829,0.0003829
189,8436.8,0.64796,0.31278,0.81681,0.97315,0.94949,0.98633,0.81998,0.58675,0.26933,0.73822,0.0003796,0.0003796,0.0003796
190,8482.39,0.64241,0.30888,0.81521,0.97158,0.95285,0.98574,0.82123,0.58579,0.32532,0.73734,0.0003763,0.0003763,0.0003763
191,8529.03,0.64703,0.30832,0.81658,0.97117,0.95123,0.98655,0.81973,0.59051,0.26865,0.73831,0.000373,0.000373,0.000373
192,8573.69,0.64305,0.31138,0.81413,0.96656,0.96068,0.98585,0.82405,0.58283,0.27375,0.73721,0.0003697,0.0003697,0.0003697
193,8619.23,0.64119,0.30792,0.81361,0.96599,0.96196,0.98669,0.82247,0.58275,0.28889,0.73657,0.0003664,0.0003664,0.0003664
194,8663.73,0.65327,0.3155,0.81744,0.97928,0.95514,0.98746,0.82454,0.58137,0.26619,0.73652,0.0003631,0.0003631,0.0003631
195,8709.16,0.65608,0.31393,0.81427,0.97384,0.95896,0.98673,0.82216,0.58454,0.26961,0.73713,0.0003598,0.0003598,0.0003598
196,8753.22,0.64539,0.30924,0.81562,0.97577,0.9585,0.98764,0.82475,0.57873,0.26728,0.73664,0.0003565,0.0003565,0.0003565
197,8799.52,0.63,0.30615,0.81447,0.97602,0.95667,0.9874,0.82339,0.58955,0.2686,0.73787,0.0003532,0.0003532,0.0003532
198,8844.1,0.63215,0.30719,0.81196,0.97782,0.95341,0.98674,0.82314,0.58431,0.26405,0.73811,0.0003499,0.0003499,0.0003499
199,8887.7,0.6389,0.31094,0.81476,0.96594,0.96503,0.98669,0.82539,0.57231,0.26156,0.73541,0.0003466,0.0003466,0.0003466
200,8932.91,0.6314,0.30492,0.81242,0.9789,0.95885,0.98736,0.82719,0.57085,0.25918,0.73548,0.0003433,0.0003433,0.0003433
201,8978.19,0.6267,0.30383,0.81412,0.97775,0.9586,0.98776,0.82656,0.5839,0.26287,0.73735,0.00034,0.00034,0.00034
202,9022.43,0.62365,0.30052,0.81313,0.97885,0.95454,0.9885,0.8333,0.56752,0.25665,0.73469,0.0003367,0.0003367,0.0003367
203,9067.65,0.6289,0.30452,0.8153,0.97297,0.95038,0.98572,0.82377,0.59053,0.26353,0.73859,0.0003334,0.0003334,0.0003334
204,9112.59,0.62952,0.30606,0.81156,0.96821,0.95957,0.98609,0.82633,0.57177,0.259,0.736,0.0003301,0.0003301,0.0003301
205,9155.97,0.62548,0.30038,0.81165,0.96624,0.96122,0.98603,0.82828,0.56344,0.26459,0.7342,0.0003268,0.0003268,0.0003268
206,9199.35,0.62691,0.30502,0.81331,0.97678,0.95682,0.98795,0.83099,0.57055,0.26558,0.73518,0.0003235,0.0003235,0.0003235
207,9243.47,0.62371,0.30452,0.81038,0.96795,0.95997,0.98749,0.83014,0.57049,0.26964,0.73522,0.0003202,0.0003202,0.0003202
208,9286.61,0.61923,0.30122,0.81374,0.97372,0.95943,0.98659,0.83148,0.57213,0.26079,0.73611,0.0003169,0.0003169,0.0003169
209,9330.32,0.62791,0.302,0.81537,0.96919,0.96657,0.98826,0.83082,0.57329,0.25928,0.73642,0.0003136,0.0003136,0.0003136
210,9374.24,0.62145,0.30019,0.81307,0.97651,0.9565,0.98818,0.83208,0.56752,0.25531,0.73576,0.0003103,0.0003103,0.0003103
211,9418.44,0.61043,0.29902,0.81221,0.9782,0.95502,0.98836,0.83397,0.56599,0.2545,0.73478,0.000307,0.000307,0.000307
212,9464.19,0.6109,0.29695,0.81327,0.96797,0.96339,0.98772,0.83012,0.56286,0.25421,0.73464,0.0003037,0.0003037,0.0003037
213,9508.15,0.61157,0.29828,0.81008,0.97962,0.95334,0.988,0.8316,0.56428,0.25283,0.73509,0.0003004,0.0003004,0.0003004
214,9552.08,0.613,0.29634,0.81236,0.97848,0.955,0.98725,0.83385,0.5657,0.25186,0.73441,0.0002971,0.0002971,0.0002971
215,9595.9,0.60111,0.29457,0.80983,0.97274,0.96241,0.98763,0.83448,0.55634,0.25426,0.73342,0.0002938,0.0002938,0.0002938
216,9641.08,0.60874,0.29676,0.81242,0.97637,0.95963,0.98818,0.83399,0.56161,0.25402,0.73406,0.0002905,0.0002905,0.0002905
217,9686.23,0.59171,0.29255,0.80837,0.96953,0.9631,0.98653,0.83533,0.56409,0.25212,0.73432,0.0002872,0.0002872,0.0002872
218,9732.1,0.60111,0.29405,0.81016,0.97157,0.96188,0.98776,0.83779,0.55179,0.25019,0.73268,0.0002839,0.0002839,0.0002839
219,9776.83,0.59846,0.2941,0.81247,0.97868,0.95501,0.98643,0.83672,0.55632,0.25294,0.7331,0.0002806,0.0002806,0.0002806
220,9820.7,0.61157,0.29929,0.81098,0.97337,0.95603,0.98671,0.83378,0.56481,0.25311,0.73474,0.0002773,0.0002773,0.0002773
221,9864.53,0.58577,0.28596,0.81025,0.97153,0.9617,0.98777,0.83681,0.55141,0.25019,0.73254,0.000274,0.000274,0.000274
222,9908.44,0.59276,0.29035,0.81032,0.97716,0.95729,0.98683,0.83674,0.54894,0.24829,0.73226,0.0002707,0.0002707,0.0002707
223,9952.06,0.59874,0.29336,0.80976,0.97289,0.9552,0.98776,0.83372,0.56504,0.2532,0.73405,0.0002674,0.0002674,0.0002674
224,9995.59,0.59583,0.29253,0.81065,0.97425,0.95624,0.98728,0.8382,0.54937,0.24873,0.73282,0.0002641,0.0002641,0.0002641
225,10041.8,0.59062,0.28853,0.8077,0.97233,0.96127,0.98767,0.83741,0.55037,0.24843,0.73278,0.0002608,0.0002608,0.0002608
226,10086.1,0.57224,0.28071,0.80874,0.98115,0.95809,0.98765,0.83797,0.55002,0.24707,0.73316,0.0002575,0.0002575,0.0002575
227,10129.9,0.57796,0.28367,0.8078,0.9738,0.95931,0.9864,0.83733,0.54885,0.25176,0.73273,0.0002542,0.0002542,0.0002542
228,10173.3,0.58766,0.28914,0.80742,0.97922,0.95483,0.98718,0.83929,0.54694,0.24704,0.73202,0.0002509,0.0002509,0.0002509
229,10218.8,0.58852,0.28565,0.80879,0.9792,0.95298,0.98742,0.83752,0.54917,0.24965,0.73293,0.0002476,0.0002476,0.0002476
230,10262,0.575,0.28365,0.80648,0.97952,0.95193,0.98702,0.83743,0.55164,0.25045,0.7322,0.0002443,0.0002443,0.0002443
231,10306.8,0.56468,0.27907,0.8045,0.97475,0.96133,0.98748,0.84018,0.53846,0.24693,0.73065,0.000241,0.000241,0.000241
232,10353.2,0.58118,0.2868,0.8091,0.97492,0.96133,0.98599,0.83958,0.53707,0.24494,0.7307,0.0002377,0.0002377,0.0002377
233,10397,0.57119,0.28321,0.80836,0.97905,0.9541,0.98766,0.8417,0.53326,0.24379,0.73064,0.0002344,0.0002344,0.0002344
234,10442.3,0.57968,0.28229,0.80655,0.97887,0.95609,0.98732,0.8427,0.53799,0.24266,0.73109,0.0002311,0.0002311,0.0002311
235,10487.4,0.58215,0.28613,0.80889,0.97611,0.96141,0.98793,0.84311,0.54089,0.24426,0.73174,0.0002278,0.0002278,0.0002278
236,10532.3,0.57341,0.28419,0.8059,0.97261,0.96347,0.98823,0.84446,0.53628,0.24381,0.73053,0.0002245,0.0002245,0.0002245
237,10577.4,0.56194,0.27824,0.80572,0.97641,0.96171,0.98928,0.84507,0.5361,0.2429,0.73071,0.0002212,0.0002212,0.0002212
238,10622.7,0.56998,0.28052,0.80483,0.97456,0.96027,0.98844,0.84282,0.53707,0.25484,0.73119,0.0002179,0.0002179,0.0002179
239,10666.4,0.56689,0.27955,0.80528,0.97507,0.96181,0.98846,0.84089,0.54115,0.24599,0.73156,0.0002146,0.0002146,0.0002146
240,10710.7,0.56576,0.27848,0.8054,0.9734,0.96676,0.9893,0.84383,0.53626,0.24106,0.73052,0.0002113,0.0002113,0.0002113
241,10754.5,0.55477,0.27593,0.80285,0.98276,0.95527,0.98816,0.84454,0.53089,0.24044,0.73037,0.000208,0.000208,0.000208
242,10799.1,0.56922,0.28058,0.80503,0.98544,0.95706,0.9881,0.84396,0.538,0.24142,0.7311,0.0002047,0.0002047,0.0002047
243,10843.5,0.5528,0.27391,0.80436,0.98114,0.95993,0.98774,0.84255,0.53856,0.24256,0.73161,0.0002014,0.0002014,0.0002014
244,10887,0.55708,0.27742,0.80524,0.97212,0.96651,0.98795,0.84491,0.53252,0.24091,0.73017,0.0001981,0.0001981,0.0001981
245,10931.2,0.56133,0.27591,0.80646,0.97796,0.95877,0.98724,0.84537,0.53472,0.24201,0.73023,0.0001948,0.0001948,0.0001948
246,10976.6,0.55381,0.27306,0.80348,0.97687,0.95917,0.98758,0.84512,0.53585,0.24305,0.73069,0.0001915,0.0001915,0.0001915
247,11019.8,0.54522,0.27007,0.80557,0.97963,0.95854,0.98891,0.84624,0.53221,0.24038,0.73053,0.0001882,0.0001882,0.0001882
248,11065.5,0.55776,0.27676,0.80383,0.9823,0.95686,0.98761,0.84304,0.53761,0.24218,0.73137,0.0001849,0.0001849,0.0001849
249,11109.9,0.54723,0.27249,0.8046,0.96981,0.9646,0.98876,0.84874,0.52969,0.2424,0.73061,0.0001816,0.0001816,0.0001816
250,11155.1,0.54015,0.26861,0.80301,0.97421,0.96574,0.98902,0.84872,0.52759,0.23971,0.73016,0.0001783,0.0001783,0.0001783
251,11198.9,0.54354,0.27067,0.80398,0.97591,0.9637,0.9889,0.84539,0.52929,0.23906,0.73016,0.000175,0.000175,0.000175
252,11242.5,0.5395,0.26835,0.80328,0.97548,0.96415,0.9891,0.84834,0.52603,0.23846,0.72936,0.0001717,0.0001717,0.0001717
253,11286.7,0.5476,0.27268,0.80508,0.97585,0.96212,0.98916,0.84959,0.52354,0.23884,0.73007,0.0001684,0.0001684,0.0001684
254,11331.9,0.54194,0.26906,0.80365,0.97354,0.96325,0.98896,0.85023,0.52142,0.23737,0.72909,0.0001651,0.0001651,0.0001651
255,11377,0.53476,0.26795,0.802,0.97748,0.96382,0.98874,0.85083,0.51737,0.23518,0.72852,0.0001618,0.0001618,0.0001618
256,11422.6,0.53218,0.26598,0.80275,0.97632,0.96074,0.98886,0.84943,0.52385,0.23898,0.72948,0.0001585,0.0001585,0.0001585
257,11466.3,0.53123,0.26532,0.80255,0.97673,0.95922,0.98842,0.84941,0.52429,0.24316,0.72979,0.0001552,0.0001552,0.0001552
258,11509.9,0.53206,0.26537,0.80405,0.97116,0.96635,0.98757,0.84935,0.52393,0.24233,0.72966,0.0001519,0.0001519,0.0001519
259,11554,0.5364,0.26784,0.80353,0.97336,0.96498,0.98694,0.84924,0.52165,0.24216,0.72892,0.0001486,0.0001486,0.0001486
260,11598,0.53631,0.26744,0.80031,0.97677,0.96089,0.98706,0.84958,0.52219,0.24001,0.72928,0.0001453,0.0001453,0.0001453
261,11641.7,0.53499,0.26626,0.8023,0.97604,0.96803,0.98733,0.84967,0.52134,0.24018,0.72911,0.000142,0.000142,0.000142
262,11685.6,0.53043,0.26503,0.80178,0.97224,0.96758,0.98823,0.8492,0.52215,0.24013,0.72939,0.0001387,0.0001387,0.0001387
263,11730.3,0.52885,0.26363,0.80333,0.97485,0.96409,0.98693,0.84877,0.51941,0.23855,0.72886,0.0001354,0.0001354,0.0001354
264,11774.2,0.52891,0.26657,0.79932,0.97651,0.96195,0.98741,0.84919,0.51985,0.23799,0.72873,0.0001321,0.0001321,0.0001321
265,11817.7,0.52475,0.26127,0.8021,0.97452,0.96422,0.98722,0.84917,0.51759,0.23714,0.72839,0.0001288,0.0001288,0.0001288
266,11860.9,0.53077,0.26427,0.80326,0.97103,0.96767,0.9887,0.85121,0.51636,0.23569,0.72788,0.0001255,0.0001255,0.0001255
267,11906.7,0.53147,0.26517,0.80301,0.97417,0.96496,0.98883,0.85252,0.51369,0.23574,0.72789,0.0001222,0.0001222,0.0001222
268,11953,0.53005,0.26419,0.80207,0.97516,0.964,0.9887,0.85335,0.51324,0.2358,0.72818,0.0001189,0.0001189,0.0001189
269,11998.5,0.52278,0.26166,0.80043,0.98087,0.95885,0.98928,0.85288,0.51483,0.23472,0.72842,0.0001156,0.0001156,0.0001156
270,12041.6,0.51795,0.25869,0.80146,0.97996,0.95945,0.98937,0.85329,0.5163,0.23583,0.72875,0.0001123,0.0001123,0.0001123
271,12085.3,0.52308,0.26442,0.80128,0.97827,0.96518,0.98959,0.85445,0.51395,0.2343,0.72819,0.000109,0.000109,0.000109
272,12129.6,0.5175,0.25968,0.80206,0.97619,0.96368,0.98916,0.8537,0.51219,0.23447,0.72797,0.0001057,0.0001057,0.0001057
273,12173.2,0.52409,0.26166,0.80013,0.98055,0.95966,0.98844,0.85187,0.51388,0.23569,0.72798,0.0001024,0.0001024,0.0001024
274,12217.5,0.51026,0.25538,0.79884,0.97987,0.96042,0.98919,0.85357,0.51187,0.23426,0.7278,9.91e-05,9.91e-05,9.91e-05
275,12261.7,0.51514,0.25952,0.80049,0.97992,0.96141,0.98905,0.85566,0.50986,0.23332,0.72746,9.58e-05,9.58e-05,9.58e-05
276,12307.1,0.50129,0.25239,0.79975,0.97486,0.96434,0.98889,0.85434,0.50956,0.23254,0.72751,9.25e-05,9.25e-05,9.25e-05
277,12351.6,0.51162,0.25682,0.79906,0.98044,0.96225,0.98861,0.85375,0.51205,0.23311,0.72784,8.92e-05,8.92e-05,8.92e-05
278,12394.6,0.51344,0.25699,0.79921,0.97811,0.96557,0.98854,0.85499,0.50892,0.23292,0.72761,8.59e-05,8.59e-05,8.59e-05
279,12438.3,0.50888,0.25577,0.79979,0.97773,0.96335,0.98873,0.85577,0.50717,0.23245,0.7274,8.26e-05,8.26e-05,8.26e-05
280,12483.2,0.49774,0.25114,0.79885,0.97958,0.96078,0.98892,0.85614,0.50497,0.23191,0.72732,7.93e-05,7.93e-05,7.93e-05
281,12529.3,0.508,0.25521,0.79792,0.97915,0.96286,0.98898,0.8557,0.50886,0.2321,0.72765,7.6e-05,7.6e-05,7.6e-05
282,12572.5,0.50186,0.25215,0.79977,0.98118,0.95964,0.98899,0.85594,0.50688,0.23175,0.72716,7.27e-05,7.27e-05,7.27e-05
283,12616,0.49742,0.25197,0.79808,0.97807,0.96352,0.98882,0.8557,0.50681,0.23176,0.72745,6.94e-05,6.94e-05,6.94e-05
284,12660,0.5153,0.25811,0.79807,0.97916,0.95977,0.98883,0.85561,0.5082,0.23244,0.72749,6.61e-05,6.61e-05,6.61e-05
285,12703.5,0.49906,0.25296,0.7984,0.96902,0.96841,0.98877,0.85741,0.50594,0.23137,0.72742,6.28e-05,6.28e-05,6.28e-05
286,12749.5,0.5184,0.25811,0.79955,0.97552,0.96379,0.98879,0.85681,0.50567,0.23165,0.72711,5.95e-05,5.95e-05,5.95e-05
287,12795,0.49553,0.24895,0.80111,0.9761,0.96194,0.98871,0.85664,0.50732,0.23165,0.72752,5.62e-05,5.62e-05,5.62e-05
288,12838.4,0.50364,0.25399,0.80058,0.97205,0.96743,0.98906,0.85712,0.50756,0.23079,0.72753,5.29e-05,5.29e-05,5.29e-05
289,12881.6,0.4919,0.24886,0.79639,0.97377,0.9659,0.9886,0.8563,0.50616,0.23152,0.72727,4.96e-05,4.96e-05,4.96e-05
290,12924.8,0.49564,0.2504,0.7997,0.97929,0.96091,0.9886,0.85655,0.50506,0.23083,0.72707,4.63e-05,4.63e-05,4.63e-05
291,12968.3,0.49019,0.24679,0.7972,0.98065,0.96048,0.9889,0.8565,0.50573,0.23045,0.72724,4.3e-05,4.3e-05,4.3e-05
292,13011.9,0.48922,0.24728,0.79821,0.98166,0.95867,0.98863,0.85691,0.50507,0.2308,0.72717,3.97e-05,3.97e-05,3.97e-05
293,13055.3,0.486,0.24803,0.79778,0.98028,0.96087,0.98866,0.85708,0.50389,0.23054,0.72704,3.64e-05,3.64e-05,3.64e-05
294,13100.3,0.48908,0.24836,0.79769,0.97415,0.96644,0.98866,0.8581,0.50189,0.23035,0.72699,3.31e-05,3.31e-05,3.31e-05
295,13146.1,0.48667,0.24571,0.7958,0.9749,0.96535,0.9885,0.8575,0.50175,0.23059,0.7268,2.98e-05,2.98e-05,2.98e-05
296,13189.3,0.48475,0.24617,0.7977,0.97785,0.96147,0.98855,0.85847,0.50079,0.23029,0.72684,2.65e-05,2.65e-05,2.65e-05
297,13234.5,0.48353,0.2446,0.79817,0.97736,0.961,0.98843,0.8586,0.49941,0.22994,0.72637,2.32e-05,2.32e-05,2.32e-05
298,13280.5,0.49263,0.24849,0.79692,0.97257,0.96541,0.98857,0.85852,0.50009,0.22993,0.72655,1.99e-05,1.99e-05,1.99e-05
299,13325,0.50156,0.25198,0.79733,0.97324,0.96481,0.98852,0.85787,0.50066,0.22984,0.7266,1.66e-05,1.66e-05,1.66e-05
300,13369.1,0.49485,0.24895,0.79876,0.97399,0.96372,0.98843,0.85853,0.50003,0.22939,0.72675,1.33e-05,1.33e-05,1.33e-05
