epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.510027,0.125338,2.184269,0.199134,0.000100
2,2.218952,0.247971,1.952335,0.450216,0.000200
3,2.017381,0.341749,2.307906,0.415584,0.000300
4,1.894514,0.418395,1.917367,0.554113,0.000400
5,1.854099,0.452660,1.606088,0.614719,0.000500
6,1.658433,0.500451,1.498221,0.580087,0.000600
7,1.617969,0.531109,1.321746,0.666667,0.000700
8,1.517390,0.548242,1.348283,0.670996,0.000800
9,1.459995,0.578900,1.011634,0.818182,0.000900
10,1.418642,0.624887,1.177178,0.753247,0.001000
11,1.367302,0.647430,1.267241,0.731602,0.001000
12,1.341468,0.649234,1.070248,0.796537,0.001000
13,1.311454,0.690712,1.126402,0.779221,0.001000
14,1.177357,0.723174,1.385090,0.718615,0.001000
15,1.113835,0.769161,1.081242,0.787879,0.001000
16,1.143494,0.743012,1.747946,0.757576,0.001000
17,1.053741,0.779080,1.055801,0.796537,0.000500
18,0.991364,0.809739,0.921130,0.887446,0.000500
19,0.931392,0.815149,0.817256,0.909091,0.000500
20,0.909628,0.840397,0.840254,0.917749,0.000500
21,0.897308,0.859333,0.900289,0.900433,0.000500
22,0.883281,0.876465,0.875800,0.891775,0.000500
23,0.880530,0.855726,0.857466,0.904762,0.000500
24,0.864312,0.870153,0.815409,0.900433,0.000500
25,0.863407,0.884581,1.016497,0.822511,0.000500
26,0.854904,0.880974,0.790431,0.917749,0.000500
27,0.841526,0.889089,0.823642,0.943723,0.000500
28,0.854438,0.881876,0.953646,0.839827,0.000500
29,0.880797,0.869252,0.815890,0.935065,0.000500
30,0.832881,0.888188,0.825619,0.930736,0.000500
31,0.836491,0.882777,0.789853,0.926407,0.000500
32,0.808079,0.894500,0.791190,0.922078,0.000500
33,0.817118,0.877367,0.809480,0.930736,0.000500
34,0.785455,0.912534,0.995823,0.870130,0.000500
35,0.812506,0.907124,0.802614,0.900433,0.000500
36,0.877154,0.873760,0.759742,0.948052,0.000500
37,0.792003,0.906222,0.815813,0.935065,0.000500
38,0.815771,0.893598,0.771761,0.930736,0.000500
39,0.776642,0.909829,0.760686,0.952381,0.000500
40,0.785889,0.908927,0.804554,0.917749,0.000500
41,0.749337,0.925158,0.752341,0.926407,0.000500
42,0.739788,0.926961,0.800008,0.922078,0.000500
43,0.775317,0.914337,0.876094,0.891775,0.000500
44,0.789528,0.901713,0.765156,0.943723,0.000500
45,0.749052,0.924256,0.836926,0.935065,0.000500
