epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.496191,0.120830,2.103903,0.290043,0.000100
2,2.158605,0.275023,1.980781,0.337662,0.000200
3,1.965514,0.356177,1.980773,0.393939,0.000300
4,1.892523,0.405771,1.868364,0.454545,0.000400
5,1.729304,0.449053,2.052840,0.489177,0.000500
6,1.636026,0.502254,1.494010,0.610390,0.000600
7,1.635315,0.494139,1.774275,0.536797,0.000700
8,1.633534,0.493237,1.181328,0.709957,0.000800
9,1.508464,0.561767,1.353261,0.597403,0.000900
10,1.429247,0.581605,1.225105,0.744589,0.001000
11,1.440928,0.596934,1.257393,0.705628,0.001000
12,1.319096,0.660956,1.222556,0.740260,0.001000
13,1.313427,0.673580,1.139484,0.744589,0.001000
14,1.287778,0.675383,1.244917,0.744589,0.001000
15,1.243348,0.677187,1.194686,0.757576,0.001000
16,1.251293,0.683499,1.172915,0.783550,0.001000
17,1.114748,0.762849,1.047984,0.818182,0.001000
18,1.126194,0.754734,1.157206,0.766234,0.001000
19,1.109831,0.762849,0.967577,0.878788,0.001000
20,1.094607,0.773670,0.935056,0.839827,0.001000
21,1.125139,0.757439,1.086805,0.822511,0.001000
22,1.093084,0.776375,1.088687,0.835498,0.001000
23,0.993058,0.798016,0.957407,0.870130,0.001000
24,1.001668,0.807935,0.998425,0.835498,0.001000
25,0.964848,0.811542,0.971787,0.835498,0.001000
26,0.952798,0.838593,1.093948,0.826840,0.001000
27,0.963925,0.830478,0.893251,0.913420,0.001000
28,0.940432,0.839495,0.919758,0.896104,0.001000
29,0.954711,0.831380,0.925023,0.883117,0.001000
30,0.886907,0.862038,0.865635,0.887446,0.001000
31,0.876435,0.858431,0.881290,0.900433,0.001000
32,0.891719,0.854824,0.838003,0.909091,0.001000
33,0.877624,0.866546,1.076180,0.796537,0.001000
34,0.862060,0.882777,0.889118,0.887446,0.001000
35,0.851436,0.868350,0.834830,0.913420,0.001000
36,0.831811,0.887286,0.904730,0.896104,0.001000
37,0.835807,0.881876,0.817487,0.900433,0.001000
38,0.837363,0.882777,0.839628,0.922078,0.001000
39,0.842035,0.889089,0.784530,0.935065,0.001000
40,0.786504,0.908927,0.766213,0.935065,0.001000
41,0.773404,0.921551,0.805526,0.922078,0.001000
42,0.820580,0.893598,0.861610,0.900433,0.001000
43,0.782727,0.912534,0.783429,0.922078,0.001000
44,0.795423,0.900812,0.888445,0.878788,0.001000
45,0.812569,0.901713,0.967524,0.870130,0.001000
46,0.836875,0.886384,0.846956,0.909091,0.001000
47,0.758817,0.923354,0.827019,0.909091,0.001000
48,0.767958,0.911632,0.839680,0.900433,0.000500
49,0.707973,0.947701,0.759658,0.926407,0.000500
50,0.677337,0.956718,0.762344,0.926407,0.000500
51,0.700662,0.946799,0.717619,0.948052,0.000500
52,0.716373,0.936880,0.758649,0.939394,0.000500
53,0.658233,0.963931,0.701470,0.961039,0.000500
54,0.661707,0.961226,0.733996,0.952381,0.000500
55,0.652956,0.966637,0.712863,0.952381,0.000500
56,0.652957,0.966637,0.731247,0.948052,0.000500
57,0.625904,0.978359,0.784220,0.939394,0.000500
58,0.645123,0.968440,0.715911,0.956710,0.000500
59,0.654115,0.962128,0.747662,0.939394,0.000500
60,0.652639,0.970243,0.752074,0.935065,0.000500
61,0.667620,0.957619,0.705872,0.943723,0.000250
62,0.607964,0.982867,0.703629,0.952381,0.000250
63,0.602556,0.983769,0.711925,0.952381,0.000250
64,0.593044,0.990081,0.693271,0.956710,0.000250
65,0.608117,0.986474,0.700599,0.952381,0.000250
66,0.591362,0.989179,0.708490,0.943723,0.000250
67,0.597408,0.986474,0.753008,0.930736,0.000250
68,0.590539,0.989179,0.711439,0.943723,0.000250
69,0.587238,0.988278,0.673737,0.952381,0.000250
70,0.592494,0.985573,0.729896,0.930736,0.000250
71,0.588481,0.986474,0.709067,0.935065,0.000250
72,0.573469,0.994590,0.707170,0.939394,0.000250
73,0.572328,0.990983,0.694794,0.952381,0.000250
74,0.588826,0.983769,0.724696,0.935065,0.000250
75,0.587584,0.981966,0.703840,0.952381,0.000250
76,0.575120,0.990983,0.725778,0.935065,0.000250
77,0.591926,0.983769,0.678295,0.961039,0.000125
78,0.573673,0.990983,0.684932,0.956710,0.000125
79,0.563874,0.991885,0.661378,0.952381,0.000125
80,0.555006,0.994590,0.693347,0.943723,0.000125
81,0.548349,0.996393,0.674588,0.948052,0.000125
82,0.555903,0.991885,0.673912,0.956710,0.000125
83,0.555366,0.993688,0.656105,0.952381,0.000125
84,0.553387,0.996393,0.643333,0.956710,0.000125
85,0.551437,0.996393,0.662551,0.952381,0.000125
86,0.548484,0.995491,0.635988,0.952381,0.000125
87,0.545909,0.995491,0.650179,0.961039,0.000125
88,0.547842,0.997295,0.657190,0.961039,0.000125
89,0.552981,0.990983,0.670570,0.956710,0.000125
90,0.553479,0.991885,0.664080,0.935065,0.000125
91,0.555660,0.990983,0.718026,0.943723,0.000125
92,0.546792,0.996393,0.666911,0.961039,0.000125
93,0.551117,0.995491,0.681662,0.948052,0.000125
94,0.548390,0.997295,0.659815,0.961039,0.000063
95,0.540292,0.999098,0.654581,0.961039,0.000063
96,0.535708,0.999098,0.643651,0.961039,0.000063
97,0.531782,0.998197,0.651633,0.943723,0.000063
98,0.530362,0.999098,0.654933,0.952381,0.000063
99,0.531923,0.999098,0.646836,0.961039,0.000063
100,0.532669,0.998197,0.653286,0.948052,0.000063
101,0.531244,0.999098,0.652792,0.961039,0.000063
102,0.534097,0.999098,0.657999,0.952381,0.000031
103,0.529621,0.998197,0.640024,0.956710,0.000031
