epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.525107,0.136159,2.300818,0.359307,0.000200
2,2.125137,0.318305,3.511496,0.467532,0.000400
3,1.923171,0.415690,2.719139,0.614719,0.000600
4,1.828173,0.443643,1.724660,0.614719,0.000800
5,1.858061,0.441839,2.182101,0.432900,0.001000
6,1.727660,0.480613,2.434559,0.489177,0.001200
7,1.645466,0.509468,1.828955,0.411255,0.001400
8,1.591887,0.546438,1.317301,0.675325,0.001600
9,1.686392,0.472498,1.481930,0.580087,0.001800
10,1.652217,0.501353,1.688626,0.558442,0.002000
11,1.578434,0.529306,1.480018,0.670996,0.002000
12,1.457796,0.591524,1.833632,0.593074,0.002000
13,1.410208,0.619477,1.289980,0.748918,0.002000
14,1.323546,0.638413,1.190173,0.709957,0.002000
15,1.318128,0.636610,1.418478,0.692641,0.002000
16,1.279299,0.677187,1.337510,0.792208,0.002000
17,1.275559,0.693417,0.960033,0.865801,0.002000
18,1.177454,0.724076,0.974424,0.861472,0.002000
19,1.144890,0.738503,1.262462,0.770563,0.002000
20,1.172004,0.728584,0.937547,0.844156,0.002000
21,1.182807,0.736700,0.974242,0.844156,0.002000
22,1.100210,0.782687,1.265456,0.783550,0.002000
23,1.146616,0.743913,1.080316,0.839827,0.002000
24,1.093227,0.763751,1.341271,0.735931,0.002000
25,1.087199,0.771867,0.919595,0.900433,0.002000
26,1.044788,0.800721,0.889329,0.870130,0.002000
27,1.010935,0.805230,0.918507,0.891775,0.002000
28,1.045955,0.798918,1.047596,0.805195,0.002000
29,0.971872,0.825068,1.046557,0.878788,0.002000
30,0.995893,0.827773,0.935093,0.848485,0.002000
31,1.015952,0.805230,1.176577,0.813853,0.002000
32,0.978818,0.827773,0.894534,0.904762,0.002000
33,1.009834,0.805230,1.035539,0.852814,0.002000
34,1.003757,0.820559,0.888032,0.874459,0.002000
35,0.988865,0.818756,0.887619,0.896104,0.002000
36,0.954919,0.826871,0.852631,0.909091,0.002000
37,0.939210,0.836790,0.840270,0.896104,0.002000
38,0.922972,0.837692,0.820988,0.922078,0.002000
39,0.951740,0.835888,0.888942,0.904762,0.002000
40,0.947215,0.829576,0.857180,0.900433,0.002000
41,0.885818,0.860234,1.583659,0.675325,0.002000
42,0.921320,0.837692,0.826789,0.896104,0.002000
43,0.876493,0.874662,0.866847,0.909091,0.002000
44,0.910704,0.840397,0.917883,0.900433,0.002000
45,0.900213,0.853922,0.828418,0.926407,0.002000
46,0.869826,0.877367,0.872031,0.891775,0.001000
47,0.805725,0.897205,0.785147,0.939394,0.001000
48,0.761962,0.921551,0.782402,0.956710,0.001000
49,0.744645,0.929666,0.774739,0.935065,0.001000
50,0.744548,0.919748,0.771851,0.943723,0.001000
51,0.737224,0.936880,0.767010,0.943723,0.001000
52,0.727383,0.932372,0.783943,0.952381,0.001000
53,0.732331,0.929666,0.731638,0.943723,0.001000
54,0.728450,0.932372,0.813157,0.930736,0.001000
55,0.715326,0.945897,0.754384,0.939394,0.001000
56,0.693473,0.949504,0.735869,0.956710,0.001000
57,0.729202,0.931470,0.758204,0.952381,0.001000
58,0.751149,0.915239,0.928722,0.874459,0.001000
59,0.734659,0.927863,0.725584,0.961039,0.001000
60,0.713495,0.941389,0.748901,0.956710,0.001000
61,0.717962,0.935077,0.702617,0.952381,0.001000
62,0.704723,0.940487,0.764767,0.952381,0.001000
63,0.706816,0.939585,0.769313,0.956710,0.001000
64,0.713692,0.942290,0.747476,0.939394,0.001000
65,0.680426,0.956718,0.736232,0.956710,0.001000
66,0.725627,0.931470,0.815913,0.926407,0.001000
67,0.724243,0.936880,0.791597,0.935065,0.001000
68,0.719316,0.946799,0.752367,0.952381,0.001000
69,0.682836,0.954013,0.706614,0.952381,0.000500
70,0.654010,0.963931,0.722246,0.952381,0.000500
71,0.641357,0.964833,0.725615,0.956710,0.000500
72,0.633540,0.974752,0.694427,0.956710,0.000500
73,0.618329,0.978359,0.718457,0.965368,0.000500
74,0.626501,0.977457,0.688901,0.952381,0.000500
75,0.660893,0.963931,0.701693,0.961039,0.000500
76,0.646767,0.968440,0.727203,0.939394,0.000500
77,0.651867,0.963931,0.710360,0.952381,0.000500
78,0.639564,0.974752,0.735935,0.956710,0.000500
79,0.633580,0.974752,0.690887,0.965368,0.000500
80,0.611532,0.981064,0.812985,0.917749,0.000500
81,0.618315,0.978359,0.762729,0.948052,0.000500
82,0.622005,0.972047,0.726621,0.952381,0.000250
83,0.597807,0.982867,0.695067,0.948052,0.000250
84,0.597724,0.985573,0.664689,0.965368,0.000250
85,0.595731,0.983769,0.679159,0.961039,0.000250
86,0.573747,0.991885,0.678735,0.956710,0.000250
87,0.572635,0.992786,0.665565,0.956710,0.000250
88,0.574699,0.989179,0.677089,0.956710,0.000250
89,0.575633,0.992786,0.667294,0.956710,0.000250
90,0.573745,0.990983,0.727512,0.943723,0.000250
91,0.589416,0.985573,0.675440,0.961039,0.000250
92,0.572121,0.989179,0.665051,0.956710,0.000125
93,0.575812,0.990081,0.671944,0.952381,0.000125
