epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.425581,0.150586,2.088914,0.281385,0.000100
2,2.093709,0.295762,1.700280,0.476190,0.000100
3,1.735773,0.471596,1.457181,0.575758,0.000100
4,1.549134,0.547340,1.410319,0.666667,0.000100
5,1.441298,0.601443,1.386406,0.688312,0.000100
6,1.337119,0.643823,1.248340,0.740260,0.000100
7,1.255361,0.694319,1.094162,0.796537,0.000100
8,1.224025,0.696123,1.079747,0.766234,0.000100
9,1.136306,0.748422,1.075405,0.796537,0.000100
10,1.109843,0.750225,0.950078,0.835498,0.000100
11,1.093839,0.763751,0.987844,0.857143,0.000100
12,1.043519,0.784491,0.893102,0.861472,0.000100
13,1.045936,0.785392,0.915733,0.883117,0.000100
14,1.006698,0.797115,0.984221,0.852814,0.000100
15,1.017869,0.807935,0.872106,0.878788,0.000100
16,0.932765,0.836790,0.908519,0.878788,0.000100
17,0.929067,0.846709,0.975892,0.865801,0.000100
18,0.913183,0.850316,0.869061,0.883117,0.000100
19,0.888346,0.861136,0.833615,0.896104,0.000100
20,0.864554,0.873760,0.848106,0.887446,0.000100
21,0.843903,0.877367,0.836908,0.891775,0.000100
22,0.844973,0.885482,0.860150,0.904762,0.000100
23,0.903604,0.859333,0.863332,0.917749,0.000100
24,0.826691,0.898106,0.826747,0.913420,0.000100
25,0.808441,0.902615,0.821745,0.917749,0.000100
26,0.812287,0.895401,0.877303,0.900433,0.000100
27,0.832121,0.879170,0.820694,0.913420,0.000100
28,0.759239,0.917944,0.840165,0.900433,0.000100
29,0.785001,0.914337,0.808401,0.904762,0.000100
30,0.777075,0.915239,0.813442,0.900433,0.000100
31,0.785991,0.909829,0.874426,0.887446,0.000100
32,0.768067,0.915239,0.768503,0.909091,0.000100
33,0.728721,0.932372,0.790332,0.913420,0.000100
34,0.699032,0.943192,0.737374,0.930736,0.000100
35,0.728767,0.932372,0.831568,0.926407,0.000100
36,0.732023,0.929666,0.797544,0.917749,0.000100
37,0.686792,0.954013,0.733878,0.930736,0.000100
38,0.693065,0.951307,0.749999,0.935065,0.000100
39,0.694221,0.947701,0.756488,0.930736,0.000100
40,0.689811,0.954013,0.761498,0.922078,0.000100
41,0.677567,0.953111,0.776154,0.909091,0.000100
42,0.683492,0.957619,0.804335,0.904762,0.000100
43,0.694951,0.954013,0.768869,0.922078,0.000100
44,0.674920,0.962128,0.724010,0.935065,0.000100
45,0.690221,0.944995,0.761503,0.913420,0.000100
46,0.712708,0.950406,0.734661,0.939394,0.000100
47,0.652944,0.973850,0.751212,0.948052,0.000100
48,0.637495,0.978359,0.784651,0.909091,0.000100
49,0.642568,0.975654,0.719764,0.926407,0.000100
50,0.646242,0.971145,0.743879,0.943723,0.000100
51,0.656366,0.972949,0.771541,0.930736,0.000100
52,0.649019,0.971145,0.777339,0.909091,0.000100
53,0.669227,0.968440,0.770854,0.917749,0.000100
54,0.652915,0.961226,0.712813,0.943723,0.000100
55,0.659887,0.964833,0.752443,0.917749,0.000100
56,0.622001,0.977457,0.719564,0.948052,0.000100
57,0.604197,0.986474,0.714112,0.939394,0.000100
58,0.614246,0.987376,0.677349,0.965368,0.000100
59,0.658571,0.963030,0.686063,0.948052,0.000100
60,0.650088,0.969342,0.732642,0.904762,0.000100
61,0.631156,0.974752,0.692442,0.952381,0.000100
62,0.621623,0.975654,0.719213,0.930736,0.000100
63,0.625393,0.972047,0.709033,0.948052,0.000100
64,0.613107,0.986474,0.747716,0.930736,0.000100
65,0.616342,0.979261,0.702504,0.930736,0.000100
66,0.611327,0.987376,0.716923,0.930736,0.000100
67,0.590347,0.990983,0.723088,0.939394,0.000100
68,0.599481,0.990983,0.696763,0.930736,0.000100
69,0.616105,0.980162,0.683149,0.952381,0.000050
70,0.582206,0.992786,0.680410,0.952381,0.000050
71,0.571702,0.994590,0.665921,0.961039,0.000050
72,0.570453,0.996393,0.662080,0.956710,0.000050
73,0.571340,0.992786,0.661373,0.952381,0.000050
74,0.564917,0.997295,0.661653,0.956710,0.000050
75,0.573607,0.994590,0.664021,0.956710,0.000050
76,0.566502,0.994590,0.666636,0.956710,0.000050
77,0.569923,0.996393,0.678708,0.948052,0.000050
78,0.562957,0.994590,0.673649,0.952381,0.000050
79,0.567646,0.996393,0.665772,0.939394,0.000050
80,0.556332,1.000000,0.655992,0.952381,0.000050
81,0.559508,0.997295,0.669213,0.948052,0.000050
82,0.582084,0.985573,0.681889,0.935065,0.000050
83,0.560747,0.996393,0.679705,0.939394,0.000050
84,0.558606,0.998197,0.687173,0.948052,0.000050
85,0.552901,1.000000,0.665200,0.943723,0.000050
86,0.559997,0.998197,0.668427,0.943723,0.000050
87,0.554831,1.000000,0.669653,0.948052,0.000050
88,0.553615,1.000000,0.656030,0.956710,0.000050
