epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.413161,0.113616,2.265898,0.177489,0.000020
2,2.366598,0.142471,2.307900,0.190476,0.000040
3,2.335083,0.148783,2.298793,0.173160,0.000060
4,2.315480,0.134355,2.195708,0.190476,0.000080
5,2.280278,0.169522,2.065731,0.311688,0.000100
6,2.146071,0.243463,1.951275,0.350649,0.000100
7,1.997680,0.312894,1.859005,0.402597,0.000100
8,1.844543,0.392245,1.609267,0.519481,0.000100
9,1.677418,0.474301,1.468490,0.575758,0.000100
10,1.573480,0.515780,1.455440,0.640693,0.000100
11,1.469425,0.583408,1.375274,0.632035,0.000100
12,1.381602,0.625789,1.265445,0.731602,0.000100
13,1.316691,0.667268,1.208666,0.740260,0.000100
14,1.251543,0.696123,1.252768,0.766234,0.000100
15,1.144274,0.760144,1.089561,0.770563,0.000100
16,1.187847,0.730388,1.014007,0.809524,0.000100
17,1.147819,0.743012,1.004046,0.818182,0.000100
18,1.090565,0.771867,1.130995,0.753247,0.000100
19,1.045883,0.790803,1.051623,0.783550,0.000100
20,1.015945,0.817854,1.116948,0.761905,0.000100
21,0.922028,0.851217,0.925838,0.831169,0.000100
22,0.919230,0.841298,1.047558,0.766234,0.000100
23,0.922192,0.861136,0.982470,0.813853,0.000100
24,0.867387,0.879170,0.940120,0.822511,0.000100
25,0.873430,0.871957,0.955089,0.844156,0.000100
26,0.854680,0.887286,0.926698,0.852814,0.000100
27,0.852723,0.888188,0.983827,0.818182,0.000100
28,0.836319,0.889991,0.798395,0.878788,0.000100
29,0.791679,0.900812,0.995571,0.822511,0.000100
30,0.795553,0.916141,0.868365,0.874459,0.000100
31,0.788256,0.917944,0.952657,0.813853,0.000100
32,0.736197,0.935978,0.943957,0.848485,0.000100
33,0.748509,0.922453,0.859444,0.883117,0.000100
34,0.737312,0.928765,0.944116,0.809524,0.000100
35,0.767596,0.908927,0.865050,0.857143,0.000100
36,0.749265,0.922453,0.883520,0.883117,0.000050
37,0.681132,0.953111,0.794759,0.900433,0.000050
38,0.686795,0.959423,0.787750,0.917749,0.000050
39,0.658934,0.971145,0.782537,0.904762,0.000050
40,0.658110,0.963931,0.822586,0.900433,0.000050
41,0.650910,0.973850,0.768687,0.913420,0.000050
42,0.630550,0.982867,0.856708,0.878788,0.000050
43,0.630824,0.982867,0.800291,0.904762,0.000050
44,0.619605,0.983769,0.778967,0.900433,0.000050
45,0.630246,0.974752,0.802076,0.896104,0.000050
46,0.626307,0.982867,0.758875,0.930736,0.000050
47,0.625453,0.978359,0.822612,0.887446,0.000050
48,0.630275,0.982867,0.785786,0.896104,0.000050
49,0.625768,0.987376,0.765020,0.913420,0.000050
50,0.607626,0.989179,0.763250,0.922078,0.000050
51,0.623413,0.986474,0.771894,0.900433,0.000050
52,0.623604,0.975654,0.793895,0.904762,0.000050
53,0.619305,0.984671,0.749181,0.922078,0.000050
54,0.611182,0.984671,0.728345,0.935065,0.000050
55,0.601312,0.989179,0.781128,0.904762,0.000050
56,0.602676,0.986474,0.781311,0.913420,0.000050
57,0.605448,0.987376,0.795347,0.896104,0.000050
58,0.597268,0.988278,0.733823,0.930736,0.000050
59,0.608734,0.982867,0.791348,0.909091,0.000050
60,0.588650,0.991885,0.807090,0.891775,0.000050
61,0.582025,0.996393,0.754961,0.917749,0.000050
62,0.575858,0.996393,0.740130,0.926407,0.000025
63,0.585326,0.991885,0.743340,0.917749,0.000025
64,0.585702,0.994590,0.775410,0.909091,0.000025
65,0.580306,0.991885,0.771802,0.917749,0.000025
66,0.591625,0.998197,0.753198,0.909091,0.000025
67,0.585443,0.993688,0.781925,0.904762,0.000025
68,0.584129,0.990983,0.750650,0.909091,0.000025
69,0.570117,0.997295,0.730148,0.926407,0.000025
70,0.569172,0.998197,0.772656,0.904762,0.000013
71,0.566119,0.997295,0.733763,0.926407,0.000013
72,0.565554,0.996393,0.729959,0.926407,0.000013
73,0.572899,0.997295,0.749845,0.922078,0.000013
74,0.572131,0.998197,0.756790,0.926407,0.000013
75,0.565737,0.997295,0.752254,0.926407,0.000013
76,0.566088,0.998197,0.776682,0.922078,0.000013
77,0.566715,0.996393,0.735954,0.909091,0.000013
78,0.567051,0.997295,0.748849,0.904762,0.000006
79,0.558610,1.000000,0.733629,0.926407,0.000006
80,0.564492,0.998197,0.732673,0.917749,0.000006
81,0.567904,0.995491,0.728177,0.926407,0.000006
82,0.564988,0.998197,0.723873,0.913420,0.000006
83,0.567504,0.995491,0.728089,0.922078,0.000006
84,0.559627,0.999098,0.763496,0.922078,0.000006
85,0.573891,0.996393,0.744956,0.926407,0.000006
86,0.573502,0.997295,0.745008,0.926407,0.000006
87,0.572683,0.997295,0.731434,0.930736,0.000006
88,0.562832,0.999098,0.729408,0.922078,0.000006
89,0.568416,0.997295,0.730745,0.922078,0.000006
90,0.567289,0.997295,0.724066,0.935065,0.000003
91,0.560889,0.999098,0.712057,0.926407,0.000003
92,0.564720,0.998197,0.733160,0.930736,0.000003
93,0.567950,0.998197,0.715856,0.935065,0.000003
94,0.562483,0.997295,0.733196,0.926407,0.000003
95,0.568334,0.997295,0.732231,0.930736,0.000003
96,0.563008,0.999098,0.725257,0.935065,0.000003
97,0.563608,0.997295,0.736323,0.930736,0.000003
98,0.566839,0.996393,0.727653,0.930736,0.000003
99,0.565825,0.998197,0.725374,0.930736,0.000002
100,0.567169,0.998197,0.741196,0.917749,0.000002
101,0.557453,1.000000,0.731976,0.935065,0.000002
102,0.561043,0.999098,0.724231,0.926407,0.000002
103,0.565212,1.000000,0.718066,0.930736,0.000002
104,0.559342,0.999098,0.740036,0.917749,0.000002
