epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.366404,0.148783,2.165489,0.272727,0.000020
2,2.211616,0.220018,2.036994,0.290043,0.000040
3,2.042516,0.300271,1.770484,0.454545,0.000060
4,1.675906,0.460775,1.646846,0.549784,0.000080
5,1.519478,0.561767,1.976968,0.519481,0.000100
6,1.407426,0.587917,1.348913,0.679654,0.000100
7,1.274498,0.681695,1.276895,0.688312,0.000100
8,1.162767,0.748422,1.183965,0.740260,0.000100
9,1.183287,0.719567,1.365527,0.744589,0.000100
10,1.042037,0.788999,1.413719,0.701299,0.000100
11,0.993109,0.811542,1.055197,0.848485,0.000100
12,0.927349,0.845807,1.034231,0.831169,0.000100
13,0.926527,0.848512,0.957033,0.848485,0.000100
14,0.889908,0.868350,1.090126,0.822511,0.000100
15,0.890023,0.864743,0.980310,0.878788,0.000100
16,0.821495,0.903517,0.973203,0.857143,0.000100
17,0.782558,0.924256,0.965351,0.822511,0.000100
18,0.800550,0.896303,1.004659,0.818182,0.000100
19,0.827160,0.894500,1.000644,0.844156,0.000100
20,0.762487,0.934175,1.085712,0.835498,0.000100
21,0.753782,0.926060,0.931515,0.887446,0.000100
22,0.684053,0.963030,0.931838,0.874459,0.000100
23,0.680812,0.968440,0.946663,0.870130,0.000100
24,0.659526,0.969342,0.926556,0.874459,0.000100
25,0.658559,0.970243,0.874621,0.857143,0.000100
26,0.646570,0.976555,0.863388,0.904762,0.000100
27,0.638108,0.982867,0.892707,0.870130,0.000100
28,0.631999,0.984671,0.892434,0.891775,0.000100
29,0.632377,0.991885,0.896721,0.865801,0.000100
30,0.625173,0.984671,0.876469,0.887446,0.000100
31,0.621963,0.986474,0.896919,0.861472,0.000100
32,0.632669,0.978359,0.910596,0.883117,0.000100
33,0.631395,0.977457,0.900560,0.870130,0.000100
34,0.629534,0.981966,0.847090,0.904762,0.000100
35,0.623894,0.983769,0.873319,0.878788,0.000100
36,0.620043,0.990081,0.842940,0.887446,0.000100
37,0.625305,0.981064,0.868886,0.861472,0.000100
38,0.599802,0.987376,0.840275,0.891775,0.000100
39,0.600017,0.989179,0.863881,0.870130,0.000100
40,0.599076,0.988278,0.865134,0.887446,0.000100
41,0.622532,0.991885,0.830678,0.887446,0.000100
42,0.641881,0.980162,0.865011,0.887446,0.000100
43,0.622922,0.979261,0.917080,0.857143,0.000100
44,0.596474,0.993688,0.878235,0.865801,0.000100
45,0.587241,0.993688,0.815005,0.896104,0.000100
46,0.583679,0.994590,0.826827,0.878788,0.000100
47,0.579339,0.996393,0.826414,0.883117,0.000100
48,0.585758,0.993688,0.803261,0.896104,0.000100
49,0.577166,0.993688,0.790310,0.904762,0.000100
50,0.585984,0.993688,0.780495,0.904762,0.000100
51,0.589399,0.994590,0.836573,0.883117,0.000100
