epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,8098.71,0.75391,0.34857,0.8312,0.95532,0.94707,0.97643,0.78755,0.61941,0.46982,0.70733,0.0004126,0.0004126,0.0004126
180,8142.84,0.74496,0.34676,0.82852,0.95259,0.9417,0.97748,0.78801,0.61284,0.29984,0.70629,0.0004093,0.0004093,0.0004093
181,8187.01,0.74165,0.34791,0.82891,0.95416,0.94679,0.97595,0.79024,0.59965,0.29659,0.70365,0.000406,0.000406,0.000406
182,8233.11,0.73383,0.34362,0.82762,0.95105,0.94077,0.97585,0.78546,0.61659,0.29443,0.70626,0.0004027,0.0004027,0.0004027
183,8278.2,0.73648,0.3423,0.82829,0.9625,0.93516,0.97842,0.79201,0.60843,0.28789,0.70548,0.0003994,0.0003994,0.0003994
184,8324.48,0.73671,0.34697,0.82564,0.96339,0.94168,0.97572,0.78718,0.61188,0.28141,0.70562,0.0003961,0.0003961,0.0003961
185,8368.89,0.73504,0.34876,0.82621,0.96329,0.94158,0.97738,0.7929,0.60179,0.33015,0.70422,0.0003928,0.0003928,0.0003928
186,8414.6,0.73241,0.34195,0.8296,0.94985,0.95375,0.97685,0.79301,0.60496,0.28718,0.70477,0.0003895,0.0003895,0.0003895
187,8460.71,0.73122,0.34081,0.82731,0.95682,0.94202,0.97751,0.78634,0.62027,0.29457,0.70687,0.0003862,0.0003862,0.0003862
188,8506.1,0.72407,0.33771,0.8267,0.96319,0.93903,0.97755,0.79319,0.59975,0.30127,0.70443,0.0003829,0.0003829,0.0003829
189,8551.58,0.72584,0.33917,0.82657,0.96095,0.93918,0.97309,0.78838,0.60674,0.32905,0.70522,0.0003796,0.0003796,0.0003796
190,8596.86,0.71723,0.33541,0.82564,0.95518,0.94734,0.97364,0.78865,0.60156,0.42672,0.70401,0.0003763,0.0003763,0.0003763
191,8641.54,0.73089,0.34215,0.82682,0.96456,0.94437,0.97855,0.79318,0.60278,0.33353,0.70407,0.000373,0.000373,0.000373
192,8685.48,0.72879,0.33964,0.82702,0.95532,0.94813,0.97911,0.79431,0.60448,0.2889,0.70384,0.0003697,0.0003697,0.0003697
193,8733.01,0.71635,0.33311,0.82732,0.96714,0.9382,0.97742,0.79473,0.59727,0.30554,0.70348,0.0003664,0.0003664,0.0003664
194,8778.51,0.7207,0.33623,0.82701,0.9572,0.95201,0.97892,0.78933,0.60602,0.27727,0.70524,0.0003631,0.0003631,0.0003631
195,8822.89,0.72368,0.33959,0.82426,0.95682,0.95274,0.97725,0.79606,0.59563,0.27477,0.704,0.0003598,0.0003598,0.0003598
196,8869.25,0.72132,0.3369,0.82323,0.96631,0.94091,0.9792,0.79417,0.60871,0.29258,0.70504,0.0003565,0.0003565,0.0003565
197,8913.21,0.71261,0.3328,0.82538,0.96623,0.94835,0.97967,0.79857,0.59045,0.28335,0.70257,0.0003532,0.0003532,0.0003532
198,8959.93,0.7185,0.33314,0.82347,0.96201,0.95255,0.97958,0.79616,0.59743,0.2791,0.70326,0.0003499,0.0003499,0.0003499
199,9004.82,0.7001,0.33172,0.82042,0.96172,0.94997,0.97861,0.79279,0.59344,0.2731,0.70279,0.0003466,0.0003466,0.0003466
200,9049.02,0.7178,0.33355,0.82732,0.95873,0.95053,0.97978,0.79607,0.59618,0.29874,0.70293,0.0003433,0.0003433,0.0003433
201,9093.37,0.72423,0.33732,0.82354,0.95806,0.94885,0.97864,0.79865,0.58829,0.30944,0.70254,0.00034,0.00034,0.00034
202,9139.56,0.72023,0.33922,0.82368,0.96841,0.94181,0.97941,0.80089,0.57912,0.27941,0.70109,0.0003367,0.0003367,0.0003367
203,9185.13,0.71143,0.33327,0.82494,0.96452,0.94919,0.97839,0.79686,0.59565,0.31361,0.70315,0.0003334,0.0003334,0.0003334
204,9230.1,0.69657,0.3272,0.82265,0.96816,0.94537,0.97812,0.80108,0.58151,0.30095,0.70129,0.0003301,0.0003301,0.0003301
205,9275.4,0.69914,0.32645,0.82245,0.95999,0.94962,0.97768,0.79989,0.58276,0.88227,0.70173,0.0003268,0.0003268,0.0003268
206,9320.14,0.69936,0.32761,0.82231,0.96796,0.94427,0.98099,0.79678,0.59344,0.35437,0.70299,0.0003235,0.0003235,0.0003235
207,9364.45,0.70052,0.32737,0.82193,0.96386,0.94901,0.98025,0.8017,0.58737,0.9786,0.70133,0.0003202,0.0003202,0.0003202
208,9410.03,0.69855,0.32666,0.82209,0.9588,0.94684,0.97778,0.79785,0.59125,0.29255,0.70235,0.0003169,0.0003169,0.0003169
209,9454.7,0.6971,0.32505,0.82307,0.95815,0.95649,0.97962,0.80202,0.58234,0.34378,0.70086,0.0003136,0.0003136,0.0003136
210,9501.03,0.68781,0.32098,0.81969,0.96347,0.95004,0.97818,0.80214,0.58154,0.31853,0.70106,0.0003103,0.0003103,0.0003103
211,9546.94,0.7051,0.32924,0.82264,0.96187,0.95094,0.97771,0.80171,0.57799,0.31987,0.70026,0.000307,0.000307,0.000307
212,9591.46,0.69981,0.32639,0.82192,0.97528,0.94037,0.97952,0.80349,0.57552,0.4558,0.69999,0.0003037,0.0003037,0.0003037
213,9637.75,0.68982,0.32095,0.82024,0.96725,0.95141,0.97876,0.80347,0.57443,0.32143,0.6997,0.0003004,0.0003004,0.0003004
214,9683,0.68677,0.3221,0.81928,0.96178,0.95183,0.97902,0.80388,0.57369,0.26747,0.6996,0.0002971,0.0002971,0.0002971
215,9729.5,0.68255,0.32046,0.81676,0.9703,0.94716,0.97714,0.79983,0.58078,0.27197,0.70059,0.0002938,0.0002938,0.0002938
216,9774.11,0.68286,0.31912,0.81897,0.96332,0.95376,0.97794,0.80338,0.57364,0.2691,0.69983,0.0002905,0.0002905,0.0002905
217,9818.43,0.6854,0.32062,0.8227,0.96467,0.94862,0.97972,0.80747,0.56898,0.267,0.69929,0.0002872,0.0002872,0.0002872
218,9864.46,0.6915,0.32517,0.82136,0.96876,0.94516,0.97973,0.80629,0.5714,0.26192,0.70016,0.0002839,0.0002839,0.0002839
219,9909.72,0.68808,0.32237,0.82002,0.9624,0.94919,0.9798,0.80524,0.57484,0.27166,0.70032,0.0002806,0.0002806,0.0002806
220,9955.68,0.67648,0.31843,0.82064,0.9701,0.94668,0.9803,0.80442,0.5765,0.26259,0.70006,0.0002773,0.0002773,0.0002773
221,9999.8,0.67985,0.31761,0.82243,0.96684,0.94753,0.97949,0.80705,0.56118,0.27084,0.69779,0.000274,0.000274,0.000274
222,10044.3,0.68111,0.31803,0.82031,0.97116,0.94824,0.97974,0.80852,0.56659,0.26857,0.69809,0.0002707,0.0002707,0.0002707
223,10090,0.67855,0.31835,0.81934,0.96204,0.95163,0.97918,0.80637,0.56351,0.26125,0.69865,0.0002674,0.0002674,0.0002674
224,10134.3,0.68191,0.31683,0.82076,0.96323,0.94994,0.97813,0.80626,0.56267,0.26271,0.69812,0.0002641,0.0002641,0.0002641
225,10180,0.67324,0.31373,0.82108,0.96406,0.94805,0.97965,0.80665,0.56974,0.2661,0.69986,0.0002608,0.0002608,0.0002608
226,10226,0.6642,0.31027,0.81583,0.9605,0.95286,0.98139,0.80866,0.56431,0.25707,0.69888,0.0002575,0.0002575,0.0002575
227,10272.2,0.68434,0.32038,0.81898,0.96567,0.95126,0.97855,0.80796,0.56662,0.27578,0.69925,0.0002542,0.0002542,0.0002542
228,10316.8,0.663,0.31468,0.81587,0.96615,0.95109,0.97799,0.80684,0.56452,0.29163,0.69835,0.0002509,0.0002509,0.0002509
229,10360.8,0.65923,0.31039,0.8171,0.9686,0.95023,0.97901,0.80815,0.56117,0.25518,0.69787,0.0002476,0.0002476,0.0002476
230,10405.6,0.64845,0.30889,0.81819,0.96847,0.95334,0.98005,0.80927,0.56067,0.25444,0.69804,0.0002443,0.0002443,0.0002443
231,10451.9,0.65695,0.31123,0.81759,0.96172,0.95569,0.97951,0.80876,0.56132,0.26059,0.69819,0.000241,0.000241,0.000241
232,10496.3,0.65895,0.31142,0.81708,0.97454,0.94424,0.97714,0.80763,0.55981,0.25431,0.69811,0.0002377,0.0002377,0.0002377
233,10540.8,0.66243,0.31049,0.81746,0.96651,0.95046,0.97817,0.80989,0.55693,0.26045,0.69755,0.0002344,0.0002344,0.0002344
234,10587,0.67871,0.31719,0.81726,0.96267,0.95352,0.97922,0.80913,0.55699,0.25577,0.69679,0.0002311,0.0002311,0.0002311
235,10631,0.65324,0.30821,0.81702,0.97184,0.9469,0.97856,0.80942,0.55642,0.2566,0.69669,0.0002278,0.0002278,0.0002278
236,10676.4,0.65382,0.30866,0.81641,0.96931,0.94611,0.97951,0.80955,0.55677,0.26146,0.69746,0.0002245,0.0002245,0.0002245
237,10720.4,0.66175,0.31197,0.81731,0.97144,0.94733,0.97889,0.81098,0.55529,0.25723,0.69741,0.0002212,0.0002212,0.0002212
238,10766.2,0.65273,0.3093,0.81668,0.96367,0.95632,0.97981,0.81208,0.55234,0.25399,0.69639,0.0002179,0.0002179,0.0002179
239,10812.2,0.64732,0.3066,0.81499,0.96812,0.95229,0.9784,0.81036,0.55077,0.25819,0.69645,0.0002146,0.0002146,0.0002146
240,10856,0.65029,0.30705,0.81568,0.96351,0.95367,0.97833,0.80969,0.54906,0.25939,0.6964,0.0002113,0.0002113,0.0002113
241,10901.2,0.64716,0.30604,0.81596,0.96572,0.94854,0.97961,0.81146,0.55447,0.26384,0.69739,0.000208,0.000208,0.000208
242,10946.2,0.64176,0.3042,0.81764,0.96192,0.95437,0.97896,0.8129,0.55133,0.25699,0.69685,0.0002047,0.0002047,0.0002047
243,10991.6,0.63715,0.30338,0.81399,0.96583,0.95339,0.97953,0.81282,0.5488,0.26952,0.69594,0.0002014,0.0002014,0.0002014
244,11036.5,0.64464,0.30343,0.81313,0.97109,0.94953,0.98046,0.8133,0.54371,0.25232,0.69546,0.0001981,0.0001981,0.0001981
245,11082.2,0.63621,0.29923,0.81395,0.97173,0.95271,0.9799,0.81421,0.54226,0.28823,0.69579,0.0001948,0.0001948,0.0001948
246,11128.4,0.65141,0.30736,0.81556,0.97024,0.95135,0.98083,0.81263,0.54533,0.25343,0.69596,0.0001915,0.0001915,0.0001915
247,11173.7,0.6331,0.30136,0.81626,0.96631,0.95714,0.98066,0.81568,0.54238,0.24628,0.6955,0.0001882,0.0001882,0.0001882
248,11219.3,0.62948,0.29868,0.81276,0.97136,0.94865,0.98089,0.81549,0.54276,0.24929,0.69556,0.0001849,0.0001849,0.0001849
249,11263.6,0.63898,0.30437,0.81557,0.96361,0.95717,0.98083,0.81639,0.54082,0.25518,0.69557,0.0001816,0.0001816,0.0001816
250,11309.6,0.62545,0.2981,0.81332,0.96993,0.95156,0.97983,0.81645,0.53904,0.25761,0.6949,0.0001783,0.0001783,0.0001783
251,11356.1,0.62727,0.29857,0.81189,0.96393,0.9565,0.97842,0.81491,0.53932,0.25957,0.69495,0.000175,0.000175,0.000175
252,11402.9,0.62051,0.29627,0.81244,0.96959,0.95077,0.97891,0.81745,0.53321,0.28325,0.69404,0.0001717,0.0001717,0.0001717
253,11449.3,0.62862,0.29737,0.81183,0.97037,0.95102,0.9796,0.8175,0.53721,0.27216,0.69478,0.0001684,0.0001684,0.0001684
254,11495.1,0.6232,0.29583,0.81149,0.96664,0.95513,0.97921,0.81691,0.53566,0.25509,0.69476,0.0001651,0.0001651,0.0001651
255,11540,0.62666,0.29697,0.81272,0.96541,0.95673,0.97918,0.81763,0.53574,0.26069,0.69451,0.0001618,0.0001618,0.0001618
256,11586.3,0.62444,0.29719,0.81235,0.97109,0.95161,0.98035,0.81809,0.53196,0.252,0.69402,0.0001585,0.0001585,0.0001585
257,11632.7,0.62062,0.29509,0.81292,0.97427,0.949,0.9795,0.82039,0.52837,0.24449,0.69365,0.0001552,0.0001552,0.0001552
258,11679.1,0.60676,0.29098,0.80899,0.97054,0.95067,0.97893,0.81916,0.53136,0.25031,0.69382,0.0001519,0.0001519,0.0001519
259,11724.3,0.61324,0.29364,0.81242,0.9671,0.9522,0.979,0.81753,0.52901,0.2501,0.69328,0.0001486,0.0001486,0.0001486
260,11768.1,0.61186,0.29277,0.8116,0.97046,0.94879,0.97959,0.81908,0.52626,0.24571,0.69309,0.0001453,0.0001453,0.0001453
261,11813.2,0.61845,0.29474,0.81126,0.97028,0.95088,0.98013,0.82118,0.52638,0.2484,0.69279,0.000142,0.000142,0.000142
262,11860.2,0.62527,0.29721,0.8102,0.97021,0.95687,0.98008,0.82207,0.5245,0.24977,0.69304,0.0001387,0.0001387,0.0001387
263,11906.3,0.62447,0.29842,0.81207,0.96699,0.95781,0.98061,0.82039,0.52774,0.24946,0.69303,0.0001354,0.0001354,0.0001354
264,11950.3,0.61152,0.29253,0.8112,0.96858,0.95738,0.97987,0.81952,0.52877,0.24528,0.69321,0.0001321,0.0001321,0.0001321
265,11994.6,0.60457,0.29031,0.81229,0.96872,0.958,0.9803,0.82188,0.52405,0.24189,0.69281,0.0001288,0.0001288,0.0001288
266,12038.5,0.60689,0.2886,0.81115,0.96979,0.95227,0.98031,0.82259,0.5256,0.24176,0.69311,0.0001255,0.0001255,0.0001255
267,12085.1,0.60027,0.28854,0.80976,0.97197,0.95112,0.97862,0.82159,0.52454,0.24338,0.69317,0.0001222,0.0001222,0.0001222
268,12129,0.59118,0.2864,0.80924,0.97471,0.94875,0.97916,0.82319,0.52324,0.24524,0.69228,0.0001189,0.0001189,0.0001189
269,12174.5,0.6018,0.28847,0.81118,0.97367,0.9511,0.97974,0.82316,0.52535,0.24175,0.69242,0.0001156,0.0001156,0.0001156
270,12218.9,0.60643,0.28954,0.80949,0.97574,0.94794,0.97956,0.82162,0.5244,0.24432,0.69262,0.0001123,0.0001123,0.0001123
271,12262.9,0.59546,0.28526,0.80943,0.97556,0.94489,0.9793,0.82324,0.52111,0.24306,0.69259,0.000109,0.000109,0.000109
272,12308.9,0.60108,0.28837,0.80931,0.96736,0.95403,0.98065,0.82392,0.51982,0.23964,0.69223,0.0001057,0.0001057,0.0001057
273,12354.9,0.58582,0.28357,0.80853,0.96559,0.95608,0.98015,0.82313,0.52156,0.24042,0.69246,0.0001024,0.0001024,0.0001024
274,12398.8,0.59154,0.287,0.80927,0.9679,0.95101,0.97938,0.8225,0.52186,0.23916,0.69242,9.91e-05,9.91e-05,9.91e-05
275,12443.2,0.5975,0.28597,0.80888,0.97383,0.94941,0.98072,0.82441,0.52123,0.23887,0.69268,9.58e-05,9.58e-05,9.58e-05
276,12488.6,0.5839,0.28075,0.80691,0.97383,0.95179,0.9804,0.82425,0.51838,0.23939,0.69242,9.25e-05,9.25e-05,9.25e-05
277,12534.2,0.59352,0.28538,0.80547,0.97454,0.95147,0.98051,0.82533,0.51646,0.23993,0.69219,8.92e-05,8.92e-05,8.92e-05
278,12581.3,0.58954,0.28222,0.80907,0.96942,0.95678,0.98127,0.825,0.51576,0.23886,0.69221,8.59e-05,8.59e-05,8.59e-05
279,12625.7,0.59193,0.28399,0.80789,0.97604,0.94968,0.98123,0.82529,0.51657,0.24241,0.69195,8.26e-05,8.26e-05,8.26e-05
280,12669.9,0.59613,0.2848,0.80819,0.9778,0.94927,0.97971,0.82575,0.51576,0.24196,0.69168,7.93e-05,7.93e-05,7.93e-05
281,12715.7,0.57877,0.28031,0.80648,0.97162,0.95229,0.97964,0.8246,0.51581,0.23933,0.69142,7.6e-05,7.6e-05,7.6e-05
282,12759.6,0.58566,0.28162,0.80865,0.97249,0.95337,0.97973,0.82575,0.51396,0.23877,0.69158,7.27e-05,7.27e-05,7.27e-05
283,12805.8,0.58657,0.28088,0.80682,0.9728,0.95388,0.97992,0.82599,0.51499,0.23829,0.69167,6.94e-05,6.94e-05,6.94e-05
284,12851.8,0.58517,0.28072,0.80812,0.96735,0.95702,0.98014,0.82616,0.51429,0.23733,0.69158,6.61e-05,6.61e-05,6.61e-05
285,12897.3,0.57418,0.27715,0.8064,0.97349,0.95165,0.98053,0.82554,0.51567,0.23763,0.69157,6.28e-05,6.28e-05,6.28e-05
286,12941.6,0.58314,0.2813,0.80856,0.96959,0.95506,0.97948,0.82611,0.51395,0.23759,0.6914,5.95e-05,5.95e-05,5.95e-05
287,12986.1,0.58543,0.28243,0.80772,0.97351,0.95117,0.9794,0.82645,0.51354,0.23766,0.69164,5.62e-05,5.62e-05,5.62e-05
288,13032.8,0.57469,0.27887,0.80564,0.96856,0.9549,0.97928,0.82686,0.51141,0.23747,0.69146,5.29e-05,5.29e-05,5.29e-05
289,13079.2,0.57465,0.27856,0.80592,0.97222,0.95275,0.97947,0.82664,0.51297,0.23784,0.6916,4.96e-05,4.96e-05,4.96e-05
290,13123.7,0.58095,0.28127,0.80653,0.97173,0.9544,0.97966,0.8267,0.51065,0.23645,0.69118,4.63e-05,4.63e-05,4.63e-05
291,13168.1,0.58171,0.27905,0.80779,0.96861,0.9556,0.97962,0.82736,0.5093,0.23631,0.69074,4.3e-05,4.3e-05,4.3e-05
292,13214.7,0.56593,0.27229,0.80655,0.97257,0.95296,0.97967,0.82799,0.50925,0.23561,0.69081,3.97e-05,3.97e-05,3.97e-05
293,13261.7,0.5805,0.27649,0.81012,0.97239,0.95487,0.97967,0.82829,0.50881,0.23512,0.69071,3.64e-05,3.64e-05,3.64e-05
294,13308.1,0.57682,0.27681,0.8079,0.97196,0.95502,0.97988,0.82807,0.50762,0.23597,0.69054,3.31e-05,3.31e-05,3.31e-05
295,13352.7,0.56366,0.2721,0.80646,0.97237,0.95497,0.97986,0.82717,0.50825,0.23629,0.6906,2.98e-05,2.98e-05,2.98e-05
296,13398.5,0.56483,0.27414,0.80327,0.97338,0.95607,0.97973,0.82829,0.50763,0.23578,0.69064,2.65e-05,2.65e-05,2.65e-05
297,13446.2,0.57349,0.2761,0.80683,0.97237,0.95802,0.97968,0.82806,0.50712,0.23472,0.69066,2.32e-05,2.32e-05,2.32e-05
298,13490.7,0.56703,0.274,0.8068,0.97157,0.95775,0.97974,0.82877,0.50657,0.23455,0.69062,1.99e-05,1.99e-05,1.99e-05
299,13537.1,0.56493,0.27545,0.80559,0.97335,0.95593,0.97971,0.82871,0.50665,0.23429,0.69051,1.66e-05,1.66e-05,1.66e-05
300,13581.3,0.56812,0.27375,0.80642,0.97417,0.95586,0.97969,0.829,0.50593,0.23457,0.69034,1.33e-05,1.33e-05,1.33e-05
